precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA AUR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PAULA-MARINELA PÎRVĂNESCU-voturi","VLAD-DAN GHEORGHE-voturi","NICOLAE-BOGDĂNEL ȘTEFĂNUȚĂ-voturi","DUMITRU-SILVESTRU ȘOȘOACĂ-voturi"
1,ALBA,"ŞCOALA PRIMARĂ BELDIU",170,"ORAŞ TEIUŞ",8096,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",1859,1855,4,1648,1646,0,2,2159,511,1621,27,86,120,24,2,521,66,6,3,96,75,13,116,55,376,61,1
1,ALBA,"ȘCOALA PRIMARĂ BEȚA",299,"LOPADEA NOUĂ",5210,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",1231,1231,0,826,826,0,0,1376,550,792,34,53,321,4,2,11,10,4,1,3,8,66,0,190,91,6,22
1,ALBA,"ŞCOALA PRIMARĂ BIHARIA",264,"GÂRDA DE SUS",4525,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",3428,3420,8,2674,2663,6,5,3527,853,2638,36,38,30,13,119,34,82,4,105,34,635,10,97,51,117,30,1239
1,ALBA,"ŞCOALA PRIMARĂ BRĂZEŞTI",120,"ORAŞ BAIA DE ARIEŞ",2915,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",2917,2915,2,2103,2102,1,0,3017,914,1995,108,415,1,111,17,1,5,61,4,20,122,1,838,156,41,8,194
1,ALBA,"ȘCOALA PRIMARĂ BUCERDEA VINOASĂ",278,IGHIU,4927,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",3028,3022,6,2053,2049,1,3,3423,1370,2038,15,28,2,29,4,7,158,11,84,68,79,505,10,592,2,25,434
1,ALBA,"ŞCOALA PRIMARĂ BUCIUM-SAT",214,BUCIUM,3459,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",1677,1667,10,1413,1405,6,2,2168,755,930,483,2,56,113,0,21,15,6,17,4,70,2,25,128,156,310,5
1,ALBA,"ŞCOALA PRIMARĂ - BUCURU",150,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",2633,2630,3,2466,2465,1,0,2917,451,2062,404,7,48,436,26,9,18,514,5,18,183,183,499,1,4,12,99
1,ALBA,"ŞCOALA PRIMARĂ BUNINGINEA",237,CIURULEASA,4008,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",3575,3574,1,3048,3048,0,0,3621,573,2853,195,121,9,234,29,52,145,358,153,12,11,110,100,1023,2,52,442
1,ALBA,"ŞCOALA PRIMARĂ - CĂLENE",151,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",2293,2289,4,1824,1822,1,1,2689,865,1575,249,54,9,5,6,665,79,49,69,185,3,154,272,24,0,1,0
1,ALBA,"ȘCOALA PRIMARĂ CĂPÎLNA",374,SĂSCIORI,7099,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",2700,2694,6,2365,2361,1,3,3148,783,2111,254,7,93,8,10,447,9,691,1,167,0,186,0,12,437,39,4
1,ALBA,"ȘCOALA PRIMARĂ CĂRPINIȘ",261,GÂRBOVA,4482,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",3081,3072,9,2285,2279,5,1,3426,1141,2234,51,213,0,183,28,6,452,102,605,10,432,17,98,7,25,25,31
1,ALBA,"ȘCOALA PRIMARĂ CASA DE PIATRĂ",196,ARIEŞENI,2381,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:32",2191,2184,7,1518,1511,4,3,2383,865,1214,304,7,0,4,2,422,0,228,9,8,75,19,242,72,24,5,97
1,ALBA,"ŞCOALA PRIMARĂ CERBU",215,BUCIUM,3459,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",1614,1609,5,1575,1572,1,2,1922,347,1426,149,25,12,541,331,4,16,38,18,126,74,174,1,48,1,10,7
1,ALBA,"ŞCOALA PRIMARĂ CERTEGE",130,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",2739,2730,9,2392,2382,3,7,3115,723,2358,34,6,174,26,12,143,578,49,199,35,29,1032,16,11,37,10,1
1,ALBA,"ŞCOALA PRIMARĂ CETEA",255,"GALDA DE JOS",4366,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",2782,2775,7,2759,2747,7,5,3100,341,2311,448,4,58,6,2,120,209,582,42,16,11,559,46,352,16,170,118
1,ALBA,"ŞCOALA PRIMARĂ CIB",192,"ALMAŞU MARE",2309,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",1405,1405,0,1283,1283,0,0,1821,538,720,563,35,5,186,13,1,5,15,6,99,2,132,188,10,22,0,1
1,ALBA,"ŞCOALA PRIMARĂ - CICĂU",320,MIRĂSLĂU,5755,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",3018,3012,6,2761,2754,5,2,3096,335,2415,346,121,57,1078,36,105,70,6,29,27,226,382,11,230,2,18,17
1,ALBA,"ŞCOALA PRIMARĂ CIONEŞTI",185,ALBAC,2130,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",985,980,5,896,892,1,3,1143,247,800,96,12,100,93,0,45,0,7,24,18,5,0,201,2,2,271,20
1,ALBA,"ŞCOALA PRIMARĂ CIUCULEŞTI",216,BUCIUM,3459,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",3443,3443,0,2894,2894,0,0,3506,612,2652,242,89,23,49,64,4,16,505,2,165,116,279,28,22,213,281,796
1,ALBA,"ŞCOALA PRIMARĂ CIUGUDU DE SUS",421,UNIREA,8158,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:32",1812,1809,3,1747,1743,3,1,1912,165,1503,244,86,34,106,598,15,1,76,0,5,80,9,20,185,68,22,198
1,ALBA,"ŞCOALA PRIMARĂ CIULDEŞTI - COMUNA BISTRA",207,BISTRA,3039,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",1665,1657,8,1380,1368,8,4,1957,577,777,603,3,97,34,16,25,1,4,52,0,5,321,6,40,146,11,16
1,ALBA,"ȘCOALA PRIMARĂ COBLEȘ",197,ARIEŞENI,2381,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:32",2958,2958,0,2957,2957,0,0,3058,101,2384,573,89,16,163,43,113,13,28,237,18,84,42,565,30,622,201,120
1,ALBA,"ŞCOALA PRIMARA COLŢEŞTI",358,RIMETEA,6592,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",722,717,5,715,706,5,4,958,243,704,11,60,20,12,9,4,30,2,1,93,78,19,5,10,322,1,38
1,ALBA,"ŞCOALA PRIMARĂ COSTEŞTI",186,ALBAC,2130,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",3484,3479,5,3072,3066,1,5,3675,603,2636,436,408,137,21,51,142,250,33,63,201,2,152,67,931,13,25,140
1,ALBA,"ȘCOALA PRIMARĂ CRAIVA",241,CRICĂU,4142,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",3210,3201,9,2940,2934,5,1,3676,736,2711,229,980,6,126,3,32,471,4,17,5,1,48,138,276,214,355,35
1,ALBA,"ŞCOALA PRIMARĂ DEAL",219,CÂLNIC,4106,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",1487,1478,9,1415,1403,4,8,1658,243,1015,400,99,62,18,50,2,98,2,190,2,7,59,2,115,17,281,11
1,ALBA,"ŞCOALA PRIMARĂ - DECEA",321,MIRĂSLĂU,5755,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",1077,1070,7,979,972,0,7,1573,594,960,19,15,1,44,42,7,3,2,48,2,9,6,376,51,67,93,194
1,ALBA,"ŞCOALA PRIMARĂ ”DIONISIU POPOVICIU” TĂUŢI",314,METEŞ,5577,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",3283,3281,2,2910,2909,1,0,3463,553,2536,374,16,1079,60,576,13,18,7,60,58,7,60,20,86,250,197,29
1,ALBA,"ŞCOALA PRIMARĂ DRAŞOV",412,ŞPRING,7945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",3001,2995,6,2530,2519,6,5,3435,905,2524,6,377,719,346,59,30,3,20,149,30,6,258,112,397,5,5,8
1,ALBA,"ŞCOALA PRIMARĂ DUMBRAVA",422,UNIREA,8158,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:32",946,938,8,934,925,1,8,1350,416,912,22,46,4,12,52,42,261,22,3,15,63,3,29,277,56,2,25
1,ALBA,"ŞCOALA PRIMARĂ GALDA DE SUS",256,"GALDA DE JOS",4366,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",1284,1280,4,1076,1073,2,1,1693,617,999,77,18,30,9,1,92,284,1,6,5,190,126,61,105,2,53,16
1,ALBA,"ŞCOALA PRIMARĂ ”GHEORGHE PAVELESCU” PURCĂREŢI",340,PIANU,6217,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",1536,1530,6,635,629,3,3,1731,1096,592,43,218,5,1,21,22,3,23,1,90,5,122,3,43,12,20,3
1,ALBA,"ŞCOALA PRIMARĂ GÎRBOVA DE JOS",72,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",2447,2442,5,2184,2178,1,5,2465,281,1753,431,32,815,155,3,24,0,6,2,99,14,68,182,182,137,5,29
1,ALBA,"ȘCOALA PRIMARĂ GIURGIUȚ",273,HOREA,4767,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",1794,1792,2,1584,1582,0,2,2028,444,1115,469,25,25,8,122,1,121,285,72,2,277,10,106,8,0,52,1
1,ALBA,"ŞCOALA PRIMARĂ GLOD",193,"ALMAŞU MARE",2309,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",2835,2830,5,2579,2570,5,4,3220,641,2096,483,7,3,64,888,77,36,186,77,29,271,6,53,11,2,374,12
1,ALBA,"ŞCOALA PRIMARĂ GLOGOVEŢ",427,"VALEA LUNGĂ",8354,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:32",1718,1715,3,1600,1595,2,3,2025,425,1334,266,44,52,147,51,410,112,7,245,11,32,189,10,2,7,5,10
1,ALBA,"ŞCOALA PRIMARĂ GOIEŞTI",432,VIDRA,8425,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:32",944,944,0,766,766,0,0,1038,272,740,26,76,106,37,6,0,289,3,1,11,23,36,133,4,14,0,1
1,ALBA,"ŞCOALA PRIMARĂ GURA ARIEŞULUI, STRADA MICĂ NR. 84",304,"LUNCA MUREŞULUI",5309,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",2208,2202,6,2033,2028,3,2,2268,235,1495,538,8,329,178,52,0,14,11,35,92,47,31,31,43,357,236,31
1,ALBA,"ŞCOALA PRIMARĂ HĂDĂRĂU",306,LUPŞA,5336,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",783,773,10,780,763,9,8,872,92,681,99,8,95,2,12,6,16,5,99,343,31,2,4,2,27,17,12
1,ALBA,"ŞCOALA PRIMARĂ I-IV TÎRSA",199,"AVRAM IANCU",2577,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",2673,2664,9,2216,2207,6,3,3072,856,1998,218,703,29,15,27,456,2,5,137,11,152,4,1,411,20,0,25
1,ALBA,"ȘCOALA PRIMARĂ LAZ",375,SĂSCIORI,7099,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",3273,3265,8,2927,2922,4,1,3293,366,2676,251,49,9,1268,184,61,7,2,24,66,28,76,19,374,498,7,4
1,ALBA,"ŞCOALA PRIMARĂ - LOPADEA VECHE",322,MIRĂSLĂU,5755,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",1494,1487,7,1350,1341,3,6,1680,330,1266,84,1,1,472,5,278,20,89,19,48,6,38,98,167,4,5,15
1,ALBA,"ȘCOALA PRIMARĂ LUNCA",429,"VALEA LUNGĂ",8354,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:32",2030,2022,8,1178,1174,3,1,2338,1160,1085,93,8,35,7,173,85,32,10,19,1,234,71,240,24,7,137,2
1,ALBA,"ŞCOALA PRIMARĂ MĂRGINENI",370,SĂLIŞTEA,7044,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",3163,3162,1,2429,2429,0,0,3264,835,2255,174,2,5,197,1047,8,87,2,56,262,7,5,83,258,205,10,21
1,ALBA,"ŞCOALA PRIMARĂ MĂRTINIE",416,ŞUGAG,8014,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",1732,1727,5,1634,1625,5,4,2004,370,1622,12,195,144,99,71,38,7,22,708,75,53,107,13,12,25,45,8
1,ALBA,"ŞCOALA PRIMARĂ MEŞCREAC",352,RĂDEŞTI,6547,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",3053,3043,10,3019,3010,2,7,3099,80,2991,28,48,5,12,3,519,283,798,8,840,37,6,0,286,22,114,10
1,ALBA,"ŞCOALA PRIMARĂ MIHOEŞTI",131,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",1543,1536,7,1339,1330,6,3,2008,669,940,399,17,6,193,3,1,68,204,25,356,18,2,7,2,4,4,30
1,ALBA,"ŞCOALA PRIMARĂ - MUGEŞTI",152,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",2757,2753,4,2068,2061,4,3,2894,826,2057,11,33,0,45,12,24,34,92,137,4,614,236,7,36,446,7,330
1,ALBA,"ŞCOALA PRIMARĂ NEGEȘTI",390,SCĂRIŞOARA,7197,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",1856,1846,10,1726,1717,0,9,2141,415,1437,289,1,12,49,99,1,18,5,6,142,569,410,32,14,65,6,8
1,ALBA,"ŞCOALA PRIMARĂ - ORMENIŞ",323,MIRĂSLĂU,5755,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",2487,2477,10,2128,2113,8,7,2741,613,1656,472,7,23,623,7,321,2,5,15,30,0,5,211,14,78,23,292
1,ALBA,"ŞCOALA PRIMARĂ PÂCLIŞA",51,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:24",854,854,0,852,852,0,0,1187,335,817,35,109,7,89,15,6,8,6,12,2,385,7,54,25,90,1,1
1,ALBA,"ŞCOALA PRIMARĂ PĂNADE",381,SÂNCEL,7348,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",977,973,4,961,956,1,4,1189,228,957,4,11,1,469,2,2,0,60,155,17,42,17,99,3,0,4,75
1,ALBA,"ȘCOALA PRIMARĂ PĂTRUȘEȘTI",275,HOREA,4767,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",2997,2994,3,2866,2866,0,0,3043,177,2829,37,1160,318,325,10,45,27,113,157,155,206,41,172,15,15,64,6
1,ALBA,"ȘCOALA PRIMARĂ PELEŞ",396,SOHODOL,7446,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",2253,2251,2,2075,2072,1,2,2376,301,2054,21,100,106,0,60,28,689,86,54,466,210,64,106,3,50,31,1
1,ALBA,"ŞCOALA PRIMARĂ PEŢELCA",172,"ORAŞ TEIUŞ",8096,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",3211,3202,9,3071,3060,5,6,3507,436,2992,79,251,506,137,16,60,39,600,233,64,210,342,144,106,23,95,166
1,ALBA,"ŞCOALA PRIMARĂ PETRISAT",90,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",2860,2853,7,2807,2795,5,7,2903,96,2638,169,99,1,44,6,1,108,606,128,707,101,400,4,18,14,274,127
1,ALBA,"ŞCOALA PRIMARĂ POIANA",397,SOHODOL,7446,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",2396,2395,1,1567,1567,0,0,2547,980,1509,58,11,2,7,17,0,431,4,53,323,0,426,42,138,21,0,34
1,ALBA,"ŞCOALA PRIMARĂ POIENI",217,BUCIUM,3459,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:28",1843,1842,1,1577,1576,1,0,1846,269,1341,236,12,10,30,6,656,8,210,53,4,0,4,6,37,36,251,18
1,ALBA,"ŞCOALA PRIMARĂ - POȘAGA DE SUS",348,POŞAGA,6468,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",1132,1122,10,751,750,1,0,1548,797,617,134,10,22,74,35,8,41,33,131,69,136,10,7,3,6,7,25
1,ALBA,"ŞCOALA PRIMARĂ POTIONCI",187,ALBAC,2130,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",1099,1089,10,763,755,0,8,1323,560,565,198,115,1,97,9,11,136,38,1,69,6,0,4,18,2,6,52
1,ALBA,"ȘCOALA PRIMARĂ PRELUCA",276,HOREA,4767,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",1558,1548,10,1321,1308,10,3,2013,692,1273,48,12,24,179,64,28,84,3,103,40,341,205,18,15,18,93,46
1,ALBA,"ȘCOALA PRIMARĂ RECIU",262,GÂRBOVA,4482,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",1702,1700,2,1462,1461,0,1,1989,527,1436,26,25,7,611,59,47,243,47,8,51,49,1,44,14,19,9,202
1,ALBA,"ŞCOALA PRIMARĂ ROGOZ",188,ALBAC,2130,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",1709,1707,2,1239,1239,0,0,1906,667,859,380,59,50,99,75,46,1,92,60,14,79,22,7,31,178,42,4
1,ALBA,"ŞCOALA PRIMARĂ RUNC",391,SCĂRIŞOARA,7197,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",2758,2753,5,2568,2563,1,4,3190,622,2552,16,574,13,267,177,96,171,27,56,85,216,417,39,295,1,47,71
1,ALBA,"ȘCOALA PRIMARĂ - RUNC",332,OCOLIŞ,6119,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",3333,3331,2,2984,2983,0,1,3350,366,2471,513,590,27,546,61,11,33,54,4,15,52,23,646,270,134,5,0
1,ALBA,"ȘCOALA PRIMARĂ - SAGAGEA",349,POŞAGA,6468,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",2851,2850,1,2417,2416,1,0,2867,450,1964,453,130,20,122,545,1,14,27,416,213,36,49,12,9,3,313,54
1,ALBA,"ŞCOALA PRIMARĂ SĂLCIUA DE JOS",367,SĂLCIUA,6976,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",2587,2581,6,2579,2574,5,0,2630,51,2281,298,452,10,0,37,187,3,119,11,3,348,90,9,9,161,40,802
1,ALBA,"ŞCOALA PRIMARĂ SĂLIŞTEA-DEAL",371,SĂLIŞTEA,7044,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",1386,1378,8,569,563,3,3,1684,1115,501,68,3,25,2,4,1,7,50,253,14,36,1,96,1,3,3,2
1,ALBA,"ŞCOALA PRIMARĂ , SAT GALAŢI",177,"ORAŞ ZLATNA",1936,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",2294,2287,7,2243,2236,1,6,2546,303,2129,114,2,4,51,17,10,362,160,13,21,18,1013,323,102,16,4,13
1,ALBA,"ŞCOALA PRIMARĂ , SAT PĂTRÂNGENI",179,"ORAŞ ZLATNA",1936,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",2592,2584,8,2535,2525,3,7,2720,185,2461,74,18,84,305,77,12,796,161,308,28,290,52,23,263,10,2,32
1,ALBA,"ŞCOALA PRIMARĂ , SAT PIRITA",180,"ORAŞ ZLATNA",1936,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",2193,2187,6,1521,1515,6,0,2685,1164,1403,118,16,6,42,575,3,50,0,56,2,6,232,40,1,296,67,11
1,ALBA,"ŞCOALA PRIMARĂ , SAT TRÂMPOIELE",181,"ORAŞ ZLATNA",1936,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",2907,2899,8,2799,2788,5,6,3366,567,2174,625,14,542,5,67,5,51,2,10,120,3,6,229,473,472,154,21
1,ALBA,"ŞCOALA PRIMARĂ , SAT VALEA MICĂ",182,"ORAŞ ZLATNA",1936,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:27",3410,3402,8,3115,3102,5,8,3498,383,2619,496,268,0,35,109,113,1219,12,164,462,4,26,170,27,5,5,0
1,ALBA,"ȘCOALA PRIMARĂ SEBEȘEL",378,SĂSCIORI,7099,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",2184,2181,3,1744,1741,1,2,2279,535,1300,444,8,575,118,62,4,40,1,18,42,0,0,6,126,201,2,97
1,ALBA,"ŞCOALA PRIMARĂ SFOARTEA",392,SCĂRIŞOARA,7197,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",3042,3036,6,2977,2972,1,4,3132,155,2272,705,15,188,116,1061,7,535,7,34,26,72,11,6,96,11,60,27
1,ALBA,"ŞCOALA PRIMARĂ ȘTIULEȚI",393,SCĂRIŞOARA,7197,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",1854,1851,3,1438,1434,3,1,2239,801,1390,48,9,7,361,71,1,44,363,107,176,8,10,0,0,67,35,131
1,ALBA,"ŞCOALA PRIMARĂ TĂRTĂRIA",372,SĂLIŞTEA,7044,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",3435,3428,7,3081,3074,4,3,3606,525,2890,191,29,165,407,173,47,14,37,58,19,91,945,41,270,238,80,276
1,ALBA,"ŞCOALA PRIMARĂ TOTOI",387,SÂNTIMBRU,7384,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",1935,1926,9,1879,1868,2,9,2338,459,1722,157,12,40,71,239,27,214,255,41,41,14,8,397,61,64,146,92
1,ALBA,"ȘCOALA PRIMARĂ TRIFEȘTI",272,HOREA,4767,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",1877,1869,8,1716,1711,2,3,1901,185,1525,191,81,11,14,9,51,91,82,538,186,129,46,16,35,4,220,12
1,ALBA,"ŞCOALA PRIMARĂ UIOARA DE JOS",161,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",987,978,9,752,745,7,0,1478,726,511,241,187,142,5,19,0,7,0,41,1,71,9,0,21,0,6,2
1,ALBA,"ŞCOALA PRIMARĂ UIOARA DE SUS, SALA NR. 1",162,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",1181,1174,7,1155,1146,2,7,1473,318,812,343,35,128,63,5,1,61,92,47,84,33,105,46,79,26,6,1
1,ALBA,"ȘCOALA PRIMARĂ UNGUREI",361,"ROŞIA DE SECAŞ",6930,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",1405,1403,2,1255,1254,0,1,1545,290,1007,248,76,33,14,21,129,62,24,5,120,0,44,270,62,133,6,8
1,ALBA,"ŞCOALA PRIMARĂ VALEA BISTRII",132,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",1469,1467,2,1373,1370,2,1,1804,431,1075,298,10,37,3,0,77,258,18,401,14,82,6,33,25,79,25,7
1,ALBA,"ŞCOALA PRIMARĂ VALEA LUPȘII",308,LUPŞA,5336,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:29",1833,1828,5,1755,1753,2,0,2046,291,1473,282,27,14,105,0,629,123,14,8,47,3,11,36,29,10,413,4
1,ALBA,"ŞCOALA PRIMARĂ VALEA VINŢULUI",439,"VINŢU DE JOS",8826,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:32",3492,3484,8,3403,3391,8,4,3920,517,2791,612,425,225,444,47,54,13,22,18,14,31,132,238,233,762,91,42
1,ALBA,"ŞCOALA PRIMARĂ VÂRŞI",129,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",1580,1570,10,1510,1498,5,7,1983,473,1492,18,24,12,15,7,7,237,228,60,4,53,27,546,21,15,204,32
1,ALBA,"ȘCOALA PRIMARĂ - VIDOLM",333,OCOLIŞ,6119,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:30",2028,2024,4,1845,1842,3,0,2051,206,1705,140,260,368,21,259,54,367,89,124,13,49,4,39,21,0,7,30
1,ALBA,"SEDIU ADMINISTRATIV VINGARD - COMUNA ŞPRING",413,ŞPRING,7945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:31",1669,1663,6,1382,1374,3,5,1912,530,980,402,0,30,249,81,86,2,2,0,16,140,23,4,299,4,10,34
1,ALBA,"SEMINARUL TEOLOGIC ORTODOX „SFÂNTUL SIMION ŞTEFAN”",16,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:23",1748,1746,2,1676,1674,2,0,1888,212,1489,187,10,54,228,112,2,16,455,1,73,1,1,34,17,19,25,441
1,ALBA,"SERVICIUL PUBLIC DE ADMINISTRARE A PATRIMONIULUI SEBEŞ",93,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:26",1337,1331,6,1032,1031,1,0,1729,697,971,61,15,1,89,21,6,37,3,29,5,1,186,3,83,204,288,0
1,ALBA,"SERVICIUL PUBLIC DE ASISTENŢĂ SOCIALĂ BLAJ",83,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,EUP,EUP_SV,"2024-05-29 09:51:25",2941,2933,8,2880,2871,2,7,3366,486,2815,65,79,8,26,272,1368,3,153,17,15,101,21,61,28,2,250,411
