precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","GHEORGHE VLAD-DAN-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA AUR-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL ROMÂNIA MARE-voturi"
37,TIMIŞ,"PRIMARIA COMUNEI TOMNATIC , CORP A",585,TOMNATIC,159473,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:48:09",1668,1668,0,682,673,0,9,1700,1018,601,81,8,38,3,9,9,7,375,2,91,0,0,11,2,38,5,3
37,TIMIŞ,"PRIMARIA COMUNEI TOMNATIC , CORP B",586,TOMNATIC,159473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:34:23",1386,1386,0,611,598,0,13,1400,789,579,32,1,70,3,6,13,9,337,3,80,1,1,2,4,30,16,3
37,TIMIŞ,"PRIMĂRIA COMUNEI TRAIAN VUIA",595,"TRAIAN VUIA",159071,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:01:09",648,648,0,363,340,0,23,700,337,335,28,4,46,0,0,1,4,171,1,92,2,2,0,3,8,1,0
37,TIMIŞ,"PRIMARIA IECEA MARE",442,"IECEA MARE",159428,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:56:04",1150,1150,0,829,658,0,171,1200,371,769,60,9,50,0,8,11,5,545,1,92,11,0,8,3,21,2,3
37,TIMIŞ,"PRIMARIA JAMU MARE",444,"JAMU MARE",157362,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:42:39",1144,1144,0,678,654,0,24,1300,622,635,43,11,36,1,10,8,0,422,0,92,0,4,13,3,30,3,2
37,TIMIŞ,"PRIMĂRIA MAŞLOC",467,MAŞLOC,157683,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:50:34",857,857,0,513,510,0,3,900,387,459,54,4,38,10,8,14,7,214,0,127,5,0,8,6,10,6,2
37,TIMIŞ,"PRIMARIA ORAS GATAIA",269,"ORAŞ GĂTAIA",157086,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:15:21",1311,1311,0,516,497,0,19,1600,1084,488,28,12,21,2,57,16,4,265,2,77,3,2,9,1,11,5,1
37,TIMIŞ,"PRIMĂRIA ORAȘULUI CIACOVA",245,"ORAŞ CIACOVA",156357,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:32:17",1302,1302,0,735,700,0,35,1600,865,687,48,8,36,5,22,31,10,395,6,78,3,3,10,3,53,18,6
37,TIMIŞ,"PRIMĂRIA ORAŞULUI SÂNNICOLAU MARE",293,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:08:02",1766,1766,0,902,885,0,17,2000,1098,860,42,20,48,4,51,22,6,348,4,123,6,3,19,82,101,18,5
37,TIMIŞ,"PRIMĂRIA RECAȘ",283,"ORAŞ RECAŞ",158314,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:58:49",1921,1921,0,1015,956,0,59,2200,1185,932,83,19,98,3,23,25,15,435,3,105,10,6,18,115,40,12,5
37,TIMIŞ,"PRIMĂRIA SÂNMIHAIU ROMÂN",556,"SÂNMIHAIU ROMÂN",158699,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:36:52",1861,1861,0,985,958,0,27,1900,915,967,18,53,46,6,24,42,10,398,4,175,6,7,17,8,141,18,12
37,TIMIŞ,"PRIMĂRIA TOPOLOVĂŢU MARE",587,"TOPOLOVĂŢU MARE",158966,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:03:45",923,923,0,538,510,0,28,1000,462,504,34,11,65,1,17,7,8,145,4,160,5,5,13,17,44,2,0
37,TIMIŞ,"PRIMARIA VĂLCANI",608,VĂLCANI,159482,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:06:58",1109,1109,0,532,524,0,8,1200,668,492,40,7,48,0,5,5,5,212,4,138,4,1,12,22,26,0,3
37,TIMIŞ,"PRIMĂRIA VECHECOŞTEIU",362,COŞTEIU,156473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:57:04",1205,1205,0,765,751,0,14,1300,535,704,61,10,60,4,12,9,3,344,3,90,4,18,11,4,118,10,4
37,TIMIŞ,"PRIMĂRIA VECHE CRUCENI",402,FOENI,157004,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:53:05",472,472,0,274,245,0,29,500,226,257,17,1,18,2,61,3,4,113,2,32,1,0,4,0,11,4,1
37,TIMIŞ,"PRIMĂRIA VOITEG",615,VOITEG,159339,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:05:51",1628,1628,0,933,887,0,46,1700,767,870,63,11,56,5,9,24,15,404,3,241,6,7,26,6,41,12,4
37,TIMIŞ,"SALA CASEI DE CULTURĂ (CASTEL NAKO) DEMISOL",292,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:34:43",1551,1551,0,717,705,0,12,1800,1083,689,28,12,30,3,45,10,5,262,2,114,1,2,15,69,102,14,3
37,TIMIŞ,"SALA CASEI DE CULTURĂ (CASTEL NAKO)ETAJ 1",291,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:55:07",1235,1235,0,575,555,0,20,1500,925,561,14,15,22,3,42,19,3,234,1,64,0,0,14,53,70,17,4
37,TIMIŞ,"SALA DE LUPTE ŞI GIMNASTICĂ ”FRANCISC HORVATH”",233,"MUNICIPIUL LUGOJ",155350,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:17:50",1007,1007,0,357,345,0,12,1100,743,345,12,12,26,1,13,5,5,151,3,58,1,1,5,5,44,14,1
37,TIMIŞ,"SALA DE LUPTE ȘI GIMNASTICĂ, „FRANCISC HORVATH”",234,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:20:21",1126,1126,0,529,526,0,3,1200,671,512,17,36,38,1,18,10,5,207,3,74,4,2,19,11,68,13,3
37,TIMIŞ,"SALA PRIMARIEI NR. 167B, SARAVALE",538,SARAVALE,159455,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:21:53",1281,1281,0,825,818,0,7,1400,575,693,132,2,44,5,3,11,10,396,2,94,0,4,15,30,72,3,2
37,TIMIŞ,"SALA SPORTURILOR ”IOAN KUNST GHERMĂNESCU”",222,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:33:18",1166,1166,0,485,470,0,15,1200,715,464,21,23,30,3,16,11,2,201,1,66,3,3,12,10,67,13,3
37,TIMIŞ,"SALA SPORTURILOR ”IOAN KUNST GHERMĂNESCU”",223,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:42:05",1109,1109,0,461,446,0,15,1200,739,443,18,15,22,3,17,22,6,175,2,87,4,4,7,6,56,11,6
37,TIMIŞ,"SALA SPORTURILOR ”IOAN KUNST GHERMĂNESCU”",221,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:10:50",1325,1325,0,553,530,0,23,1400,847,533,20,24,35,2,16,16,2,194,5,90,2,2,18,10,87,26,4
37,TIMIŞ,"SALA SPORTURILOR ”IOAN KUNST GHERMĂNESCU”",220,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:13:48",714,714,0,350,332,0,18,1200,850,337,13,11,22,0,8,7,4,142,3,66,3,0,9,6,42,11,3
37,TIMIŞ,"SALA SPORTURILOR ”LAVINIA MILOŞOVICI”",236,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:31:02",1385,1385,0,631,620,0,11,2300,1669,606,25,29,40,7,17,20,8,262,4,87,5,1,18,7,79,14,8
37,TIMIŞ,"SALA SPORTURILOR ”LAVINIA MILOŞOVICI”",237,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:16:38",1461,1461,0,589,579,0,10,1500,911,568,21,27,41,6,28,15,3,211,3,108,4,3,10,8,72,24,5
37,TIMIŞ,"SALA SPORTURILOR ”LAVINIA MILOŞOVICI”",235,"MUNICIPIUL LUGOJ",155350,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:59:21",1523,1523,0,707,693,0,14,1600,894,674,32,26,46,4,27,21,4,265,7,129,0,7,12,9,93,19,5
37,TIMIŞ,"S.C.” DRUMURI MUNICIPALE TIMIŞOARA ” S.A.",143,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:33:29",1592,1592,0,519,499,0,20,1600,1081,492,27,27,31,3,23,16,2,133,3,75,3,3,9,2,106,46,10
37,TIMIŞ,"S.C.” DRUMURI MUNICIPALE TIMIŞOARA ” S.A.",144,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:13:12",1586,1586,0,571,553,0,18,1600,1029,547,24,50,25,5,22,24,3,161,3,72,5,3,18,7,129,17,3
37,TIMIŞ,"S.C. DRUMURI MUNICIPALE TIMIŞOARA S.A.(FOSTA ADMINISTRAREA DOMENIULUI PUBLIC )",62,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:20:12",1151,1151,0,495,475,0,20,1200,705,481,14,46,11,3,7,22,4,124,2,83,6,5,16,6,115,28,3
37,TIMIŞ,"S.C. DRUMURI MUNICIPALE TIMIŞOARA S.A.(FOSTA ADMINISTRAREA DOMENIULUI PUBLIC )",63,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:13:13",1339,1339,0,474,444,0,30,1400,926,466,8,25,26,6,11,10,5,143,3,94,1,2,10,6,108,11,5
37,TIMIŞ,"ŞCOALA GENERALĂ",241,"ORAŞ BUZIAŞ",155403,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:21:48",1310,1310,0,725,543,0,182,1600,875,672,53,13,21,4,18,15,6,354,7,117,8,0,10,47,30,18,4
37,TIMIŞ,"ȘCOALA GENERALĂ ”IOSIF CIOROGARIU”",435,GIROC,155314,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:41:28",1273,1273,0,664,634,0,30,1400,736,632,32,35,28,8,16,38,6,203,3,89,4,1,24,8,131,23,15
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ ACADEMICIAN PROFESOR DOCTOR MUNTEANU IOAN IGRIȘ",563,"SÂNPETRU MARE",158733,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:12:47",946,946,0,614,571,0,43,1000,386,558,56,0,39,1,6,3,0,257,1,218,3,2,0,3,13,9,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ BACOVA",244,"ORAŞ BUZIAŞ",155403,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:59:51",1643,1643,0,606,553,0,53,1700,1094,573,33,10,30,1,10,9,4,180,5,219,7,4,12,12,55,11,4
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ BAZOȘ",286,"ORAŞ RECAŞ",158314,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:09:47",830,830,0,494,474,0,20,900,406,460,34,4,41,2,11,3,7,226,1,33,1,1,2,85,39,1,3
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ BENCECU DE SUS",521,PIŞCHIA,158181,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:23:34",747,747,0,446,425,0,21,800,354,426,20,7,38,0,4,9,5,255,0,79,1,0,5,0,14,7,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ BIRDA",331,BIRDA,159366,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:22:30",925,925,0,519,480,0,39,1100,581,491,28,8,22,0,2,4,5,366,0,60,1,0,2,3,9,9,0
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ BOLDUR",337,BOLDUR,156106,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:24:39",496,496,0,405,375,0,30,600,195,390,15,10,13,0,4,9,2,176,0,44,7,0,4,22,91,6,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ BUZIAŞ",240,"ORAŞ BUZIAŞ",155403,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:14:32",1491,1491,0,673,673,0,0,1600,927,649,24,30,40,3,14,13,3,304,5,117,6,4,9,29,51,16,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ CENAD",349,CENAD,156259,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:04:49",1976,1976,0,860,838,0,22,2200,1340,794,66,3,60,0,51,6,12,116,0,89,7,1,9,7,416,16,1
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ CENAD",350,CENAD,156259,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:07:34",1865,1865,0,883,842,0,41,1900,1017,808,75,10,71,1,39,17,6,141,0,72,1,3,5,8,422,11,1
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ CHEVEREȘU MARE",354,"CHEVEREŞU MARE",156311,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:07:18",1156,1156,0,534,466,0,68,1400,866,519,15,9,18,1,4,6,4,336,0,96,1,3,6,3,26,3,3
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ CLASELE V-VIII",443,"IECEA MARE",159428,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:00:23",1191,1191,0,881,707,0,174,1302,421,837,44,12,53,0,5,15,5,566,1,120,7,0,7,3,27,12,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ COMLOŞU MARE",357,"COMLOŞU MARE",156437,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:11:30",1452,1452,0,691,632,0,59,1700,1009,641,50,8,46,3,18,11,5,384,2,112,3,4,6,3,25,10,1
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ COMUNA BILED",330,BILED,155911,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:30:58",1507,1507,0,810,744,0,66,1800,990,762,48,13,36,1,14,30,8,343,0,129,2,2,13,83,66,18,4
37,TIMIŞ,"SCOALA GIMNAZIALA COMUNA DAROVA",372,DAROVA,156623,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:38:33",1760,1760,0,881,876,0,5,2000,1119,825,56,22,54,5,11,28,5,263,2,193,5,2,16,24,182,9,4
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ COMUNA MOȘNIȚA NOUĂ",480,"MOŞNIŢA NOUĂ",157834,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:30:47",1363,1363,0,901,853,0,48,1600,699,888,13,79,23,7,51,63,6,273,4,115,7,6,27,10,186,23,8
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ COMUNA MOȘNIȚA NOUĂ",479,"MOŞNIŢA NOUĂ",157834,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:30:07",1465,1465,0,814,768,0,46,1600,786,788,26,105,31,3,44,23,6,212,3,102,5,4,20,8,183,31,8
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ COMUNA SĂCĂLAZ",546,SĂCĂLAZ,158564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:59:44",1800,1800,0,1003,892,0,111,1800,797,987,16,84,33,3,11,32,6,329,4,222,6,4,20,10,176,47,0
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ COMUNA SĂCĂLAZ",545,SĂCĂLAZ,158564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:55:09",1588,1588,0,818,776,0,42,1600,782,745,73,10,45,4,12,27,1,262,1,233,5,4,20,8,85,22,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ COMUNA SĂCĂLAZ",544,SĂCĂLAZ,158564,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:43:14",1628,1628,0,830,771,0,59,1700,870,801,29,21,50,5,15,37,5,325,1,221,0,1,17,7,58,30,8
37,TIMIŞ,"SCOALA GIMNAZIALA DENTA",376,DENTA,156669,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:50:44",976,976,0,544,519,0,25,1100,556,524,20,12,33,1,5,8,5,303,2,85,4,22,11,5,14,8,6
37,TIMIŞ,"SCOALA GIMNAZIALA DENTA",375,DENTA,156669,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:08:23",989,989,0,611,603,0,8,1000,389,571,40,13,20,5,12,9,6,330,2,103,2,21,8,2,21,5,12
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ DETA",253,"ORAŞ DETA",155458,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:28:39",1575,1575,0,549,535,0,14,1600,1051,527,22,15,34,2,34,10,4,226,3,97,5,3,6,4,69,10,5
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ DETA",252,"ORAŞ DETA",155458,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:44:17",1523,1523,0,536,525,0,11,1600,1064,508,28,10,31,4,36,13,6,243,3,88,4,5,9,7,39,6,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ DUMBRĂVIŢA",388,DUMBRĂVIŢA,155261,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:12:07",1552,1552,0,875,828,0,47,1700,825,864,11,133,16,5,24,47,1,228,3,91,4,8,11,8,243,41,1
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ DUMBRĂVIŢA",390,DUMBRĂVIŢA,155261,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:41:19",1589,1589,0,1044,979,0,65,1793,749,1028,16,180,20,4,27,39,1,238,3,128,2,2,18,6,302,53,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ DUMBRĂVIŢA",387,DUMBRĂVIŢA,155261,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:05:10",1618,1618,0,979,936,0,43,1800,821,964,15,184,24,7,21,44,6,245,3,97,2,4,11,5,271,37,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ DUMBRĂVIŢA",391,DUMBRĂVIŢA,155261,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:30:56",1690,1690,0,986,915,0,71,1798,812,964,22,144,18,3,63,51,3,261,1,106,4,4,13,3,238,49,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ DUMBRĂVIŢA",389,DUMBRĂVIŢA,155261,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:51:25",1680,1680,0,1004,941,0,63,1800,796,994,10,155,26,7,53,41,7,239,4,116,6,5,23,7,257,45,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ DUMBRĂVIŢA",396,DUMBRĂVIŢA,155261,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:53:49",1682,1682,0,857,828,0,29,1800,943,822,35,151,18,3,38,36,4,195,1,104,4,11,10,5,217,24,1
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ DUMBRĂVIŢA",392,DUMBRĂVIŢA,155261,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:41:36",1693,1693,0,976,936,0,40,1800,824,942,34,154,18,4,134,24,3,208,2,121,5,6,23,5,206,25,4
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ DUMBRĂVIŢA",393,DUMBRĂVIŢA,155261,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:08:13",1600,1600,0,984,920,0,64,1800,816,976,8,182,26,7,26,41,2,233,2,124,4,8,16,8,259,35,3
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA",394,DUMBRĂVIŢA,155261,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:19:56",1697,1697,0,843,801,0,42,2000,1157,832,11,161,14,6,22,39,3,225,1,108,4,4,10,12,188,30,5
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA",395,DUMBRĂVIŢA,155261,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:29:12",1722,1722,0,1031,1000,0,31,2000,969,1014,17,155,15,5,103,36,1,260,5,91,5,2,23,4,250,54,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ ”EFTIMIE MURGU”",224,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:38:56",1121,1121,0,508,495,0,13,1200,692,495,13,27,22,4,30,6,3,218,1,72,1,2,8,9,67,23,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ ”EFTIMIE MURGU”",225,"MUNICIPIUL LUGOJ",155350,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:19:29",1198,1198,0,502,485,0,17,1300,798,490,12,29,19,7,15,15,3,207,4,80,2,2,16,7,66,15,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ FOENI",401,FOENI,157004,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:38:03",996,996,0,603,573,0,30,1100,497,585,18,8,49,1,3,16,5,391,2,71,1,1,2,0,17,18,0
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ GELU",606,VARIAŞ,159213,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:06:03",1261,1261,0,609,580,0,29,1300,691,573,36,7,48,0,12,16,10,316,4,121,6,4,5,7,11,4,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ - ”GEORGE GÂRDA” MĂNĂŞTIUR (BIBLIOTECA)",470,MĂNĂŞTIUR,157736,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:07:42",954,954,0,657,629,0,28,1000,343,614,43,6,63,3,32,19,15,237,5,120,4,1,9,18,48,32,2
37,TIMIŞ,"ŞCOALA GIMNAZIALA GHILAD",407,GHILAD,159400,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:02:35",1604,1604,0,946,928,0,18,1700,758,885,57,10,32,2,15,19,8,513,4,176,6,2,9,5,73,6,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ GHIRODA",409,GHIRODA,155289,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:44:27",1822,1822,0,968,938,0,30,1900,932,938,30,99,44,8,30,47,6,334,2,147,2,2,20,18,130,46,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ GHIRODA",410,GHIRODA,155289,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:43:59",1985,1985,0,1115,1084,0,31,2000,885,1068,47,82,47,10,21,40,8,370,8,168,7,0,25,14,236,29,3
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ GIARMATA",417,GIARMATA,157246,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:58:47",1803,1803,0,897,873,0,24,1800,903,860,37,35,36,7,16,20,7,337,7,173,9,4,36,17,115,28,13
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ HITIAŞ",527,RACOVIŢA,158243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:03:00",679,679,0,548,471,0,77,700,152,520,28,14,27,0,1,5,0,321,1,69,0,3,4,64,3,6,2
37,TIMIŞ,"SCOALA GIMNAZIALA HODONI",543,SATCHINEZ,158528,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:05:18",988,988,0,510,499,0,11,1095,585,488,22,10,28,2,4,17,2,221,2,99,2,1,8,1,81,6,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ ”IOSIF CIOROGARIU” ,CHIȘODA",433,GIROC,155314,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:13:20",1300,1300,0,778,747,0,31,1600,822,753,25,70,33,5,22,20,3,257,0,112,5,2,17,4,166,28,9
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ ”IOSIF CIOROGARIU” ,CHIȘODA",434,GIROC,155314,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:28:48",1411,1411,0,740,703,0,37,1600,860,704,36,61,27,5,18,30,4,277,3,113,11,2,23,1,98,24,7
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ IZVIN",288,"ORAŞ RECAŞ",158314,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:14:49",1405,1405,0,772,746,0,26,1500,728,733,39,13,69,4,3,22,0,309,3,126,7,6,10,56,90,9,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ JIMBOLIA",277,"ORAŞ JIMBOLIA",155494,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:15:15",1634,1634,0,614,597,0,17,1800,1186,565,49,13,33,1,33,11,4,199,2,155,5,3,13,10,58,14,11
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ JIMBOLIA",278,"ORAŞ JIMBOLIA",155494,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:15:32",1680,1680,0,690,666,0,24,1800,1110,653,37,11,39,2,99,13,7,228,3,161,6,3,11,1,41,15,13
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ LIEBLING",455,LIEBLING,157497,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:37:35",1296,1296,0,705,686,0,19,1400,695,663,42,12,35,5,4,20,7,279,1,185,4,3,10,3,72,13,10
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ „MARIA BRINDEA”",514,PESAC,159507,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:25:03",938,938,0,467,450,0,17,1000,533,417,50,2,46,2,3,3,2,220,0,115,2,1,8,3,5,4,1
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ MOȘNIȚA NOUĂ",478,"MOŞNIŢA NOUĂ",157834,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:32:35",1721,1721,0,1129,1075,0,54,1800,671,1101,28,141,30,7,27,84,7,309,3,143,1,4,29,8,250,50,8
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ MOȘNIȚA NOUĂ",477,"MOŞNIŢA NOUĂ",157834,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:19:15",1555,1555,0,899,882,0,17,1800,901,846,53,58,49,3,117,18,1,260,9,145,3,4,40,6,96,33,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.12",68,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:07:20",1140,1140,0,444,420,0,24,1200,756,436,8,30,24,12,23,10,7,123,1,73,3,2,12,3,95,16,2
