precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA AUR-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","GHEORGHE VLAD-DAN-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi"
37,TIMIŞ,"PRIMARIA COMUNEI TOMNATIC , CORP A",585,TOMNATIC,159473,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:48:09",1668,1668,0,682,673,0,9,1700,1018,601,81,8,38,5,375,38,9,3,0,0,91,11,2,7,9,2,3
37,TIMIŞ,"PRIMARIA COMUNEI TOMNATIC , CORP B",586,TOMNATIC,159473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:34:23",1386,1386,0,611,598,0,13,1400,789,579,32,1,30,16,337,70,6,3,1,1,80,2,4,9,13,3,3
37,TIMIŞ,"PRIMĂRIA COMUNEI TRAIAN VUIA",595,"TRAIAN VUIA",159071,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:01:09",648,648,0,363,340,0,23,700,337,335,28,4,8,1,171,46,0,0,2,2,92,0,3,4,1,1,0
37,TIMIŞ,"PRIMARIA IECEA MARE",442,"IECEA MARE",159428,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:56:04",1150,1150,0,829,658,0,171,1200,371,769,60,9,21,2,545,50,8,0,11,0,92,8,3,5,11,1,3
37,TIMIŞ,"PRIMARIA JAMU MARE",444,"JAMU MARE",157362,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:42:39",1144,1144,0,678,654,0,24,1300,622,635,43,11,30,3,422,36,10,1,0,4,92,13,3,0,8,0,2
37,TIMIŞ,"PRIMĂRIA MAŞLOC",467,MAŞLOC,157683,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:50:34",857,857,0,513,510,0,3,900,387,459,54,4,10,6,214,38,8,10,5,0,127,8,6,7,14,0,2
37,TIMIŞ,"PRIMARIA ORAS GATAIA",269,"ORAŞ GĂTAIA",157086,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:15:21",1311,1311,0,516,497,0,19,1600,1084,488,28,12,11,5,265,21,57,2,3,2,77,9,1,4,16,2,1
37,TIMIŞ,"PRIMĂRIA ORAȘULUI CIACOVA",245,"ORAŞ CIACOVA",156357,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:32:17",1302,1302,0,735,700,0,35,1600,865,687,48,8,53,18,395,36,22,5,3,3,78,10,3,10,31,6,6
37,TIMIŞ,"PRIMĂRIA ORAŞULUI SÂNNICOLAU MARE",293,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:08:02",1766,1766,0,902,885,0,17,2000,1098,860,42,20,101,18,348,48,51,4,6,3,123,19,82,6,22,4,5
37,TIMIŞ,"PRIMĂRIA RECAȘ",283,"ORAŞ RECAŞ",158314,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:58:49",1921,1921,0,1015,956,0,59,2200,1185,932,83,19,40,12,435,98,23,3,10,6,105,18,115,15,25,3,5
37,TIMIŞ,"PRIMĂRIA SÂNMIHAIU ROMÂN",556,"SÂNMIHAIU ROMÂN",158699,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:36:52",1861,1861,0,985,958,0,27,1900,915,967,18,53,141,18,398,46,24,6,6,7,175,17,8,10,42,4,12
37,TIMIŞ,"PRIMĂRIA TOPOLOVĂŢU MARE",587,"TOPOLOVĂŢU MARE",158966,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:03:45",923,923,0,538,510,0,28,1000,462,504,34,11,44,2,145,65,17,1,5,5,160,13,17,8,7,4,0
37,TIMIŞ,"PRIMARIA VĂLCANI",608,VĂLCANI,159482,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:06:58",1109,1109,0,532,524,0,8,1200,668,492,40,7,26,0,212,48,5,0,4,1,138,12,22,5,5,4,3
37,TIMIŞ,"PRIMĂRIA VECHECOŞTEIU",362,COŞTEIU,156473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:57:04",1205,1205,0,765,751,0,14,1300,535,704,61,10,118,10,344,60,12,4,4,18,90,11,4,3,9,3,4
37,TIMIŞ,"PRIMĂRIA VECHE CRUCENI",402,FOENI,157004,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:53:05",472,472,0,274,245,0,29,500,226,257,17,1,11,4,113,18,61,2,1,0,32,4,0,4,3,2,1
37,TIMIŞ,"PRIMĂRIA VOITEG",615,VOITEG,159339,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:05:51",1628,1628,0,933,887,0,46,1700,767,870,63,11,41,12,404,56,9,5,6,7,241,26,6,15,24,3,4
37,TIMIŞ,"SALA CASEI DE CULTURĂ (CASTEL NAKO) DEMISOL",292,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:34:43",1551,1551,0,717,705,0,12,1800,1083,689,28,12,102,14,262,30,45,3,1,2,114,15,69,5,10,2,3
37,TIMIŞ,"SALA CASEI DE CULTURĂ (CASTEL NAKO)ETAJ 1",291,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:55:07",1235,1235,0,575,555,0,20,1500,925,561,14,15,70,17,234,22,42,3,0,0,64,14,53,3,19,1,4
37,TIMIŞ,"SALA DE LUPTE ŞI GIMNASTICĂ ”FRANCISC HORVATH”",233,"MUNICIPIUL LUGOJ",155350,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:17:50",1007,1007,0,357,345,0,12,1100,743,345,12,12,44,14,151,26,13,1,1,1,58,5,5,5,5,3,1
37,TIMIŞ,"SALA DE LUPTE ȘI GIMNASTICĂ, „FRANCISC HORVATH”",234,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:20:21",1126,1126,0,529,526,0,3,1200,671,512,17,36,68,13,207,38,18,1,4,2,74,19,11,5,10,3,3
37,TIMIŞ,"SALA PRIMARIEI NR. 167B, SARAVALE",538,SARAVALE,159455,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:21:53",1281,1281,0,825,818,0,7,1400,575,693,132,2,72,3,396,44,3,5,0,4,94,15,30,10,11,2,2
37,TIMIŞ,"SALA SPORTURILOR ”IOAN KUNST GHERMĂNESCU”",222,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:33:18",1166,1166,0,485,470,0,15,1200,715,464,21,23,67,13,201,30,16,3,3,3,66,12,10,2,11,1,3
37,TIMIŞ,"SALA SPORTURILOR ”IOAN KUNST GHERMĂNESCU”",223,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:42:05",1109,1109,0,461,446,0,15,1200,739,443,18,15,56,11,175,22,17,3,4,4,87,7,6,6,22,2,6
37,TIMIŞ,"SALA SPORTURILOR ”IOAN KUNST GHERMĂNESCU”",221,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:10:50",1325,1325,0,553,530,0,23,1400,847,533,20,24,87,26,194,35,16,2,2,2,90,18,10,2,16,5,4
37,TIMIŞ,"SALA SPORTURILOR ”IOAN KUNST GHERMĂNESCU”",220,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:13:48",714,714,0,350,332,0,18,1200,850,337,13,11,42,11,142,22,8,0,3,0,66,9,6,4,7,3,3
37,TIMIŞ,"SALA SPORTURILOR ”LAVINIA MILOŞOVICI”",236,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:31:02",1385,1385,0,631,620,0,11,2300,1669,606,25,29,79,14,262,40,17,7,5,1,87,18,7,8,20,4,8
37,TIMIŞ,"SALA SPORTURILOR ”LAVINIA MILOŞOVICI”",237,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:16:38",1461,1461,0,589,579,0,10,1500,911,568,21,27,72,24,211,41,28,6,4,3,108,10,8,3,15,3,5
37,TIMIŞ,"SALA SPORTURILOR ”LAVINIA MILOŞOVICI”",235,"MUNICIPIUL LUGOJ",155350,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:59:21",1523,1523,0,707,693,0,14,1600,894,674,32,26,93,19,265,46,27,4,0,7,129,12,9,4,21,7,5
37,TIMIŞ,"S.C.” DRUMURI MUNICIPALE TIMIŞOARA ” S.A.",143,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:33:29",1592,1592,0,519,499,0,20,1600,1081,492,27,27,106,46,133,31,23,3,3,3,75,9,2,2,16,3,10
37,TIMIŞ,"S.C.” DRUMURI MUNICIPALE TIMIŞOARA ” S.A.",144,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:13:12",1586,1586,0,571,553,0,18,1600,1029,547,24,50,129,17,161,25,22,5,5,3,72,18,7,3,24,3,3
37,TIMIŞ,"S.C. DRUMURI MUNICIPALE TIMIŞOARA S.A.(FOSTA ADMINISTRAREA DOMENIULUI PUBLIC )",62,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:20:12",1151,1151,0,495,475,0,20,1200,705,481,14,46,115,28,124,11,7,3,6,5,83,16,6,4,22,2,3
37,TIMIŞ,"S.C. DRUMURI MUNICIPALE TIMIŞOARA S.A.(FOSTA ADMINISTRAREA DOMENIULUI PUBLIC )",63,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:13:13",1339,1339,0,474,444,0,30,1400,926,466,8,25,108,11,143,26,11,6,1,2,94,10,6,5,10,3,5
37,TIMIŞ,"ŞCOALA GENERALĂ",241,"ORAŞ BUZIAŞ",155403,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:21:48",1310,1310,0,725,543,0,182,1600,875,672,53,13,30,18,354,21,18,4,8,0,117,10,47,6,15,7,4
37,TIMIŞ,"ȘCOALA GENERALĂ ”IOSIF CIOROGARIU”",435,GIROC,155314,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:41:28",1273,1273,0,664,634,0,30,1400,736,632,32,35,131,23,203,28,16,8,4,1,89,24,8,6,38,3,15
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ ACADEMICIAN PROFESOR DOCTOR MUNTEANU IOAN IGRIȘ",563,"SÂNPETRU MARE",158733,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:12:47",946,946,0,614,571,0,43,1000,386,558,56,0,13,9,257,39,6,1,3,2,218,0,3,0,3,1,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ BACOVA",244,"ORAŞ BUZIAŞ",155403,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:59:51",1643,1643,0,606,553,0,53,1700,1094,573,33,10,55,11,180,30,10,1,7,4,219,12,12,4,9,5,4
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ BAZOȘ",286,"ORAŞ RECAŞ",158314,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:09:47",830,830,0,494,474,0,20,900,406,460,34,4,39,1,226,41,11,2,1,1,33,2,85,7,3,1,3
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ BENCECU DE SUS",521,PIŞCHIA,158181,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:23:34",747,747,0,446,425,0,21,800,354,426,20,7,14,7,255,38,4,0,1,0,79,5,0,5,9,0,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ BIRDA",331,BIRDA,159366,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:22:30",925,925,0,519,480,0,39,1100,581,491,28,8,9,9,366,22,2,0,1,0,60,2,3,5,4,0,0
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ BOLDUR",337,BOLDUR,156106,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:24:39",496,496,0,405,375,0,30,600,195,390,15,10,91,6,176,13,4,0,7,0,44,4,22,2,9,0,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ BUZIAŞ",240,"ORAŞ BUZIAŞ",155403,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:14:32",1491,1491,0,673,673,0,0,1600,927,649,24,30,51,16,304,40,14,3,6,4,117,9,29,3,13,5,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ CENAD",349,CENAD,156259,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:04:49",1976,1976,0,860,838,0,22,2200,1340,794,66,3,416,16,116,60,51,0,7,1,89,9,7,12,6,0,1
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ CENAD",350,CENAD,156259,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:07:34",1865,1865,0,883,842,0,41,1900,1017,808,75,10,422,11,141,71,39,1,1,3,72,5,8,6,17,0,1
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ CHEVEREȘU MARE",354,"CHEVEREŞU MARE",156311,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:07:18",1156,1156,0,534,466,0,68,1400,866,519,15,9,26,3,336,18,4,1,1,3,96,6,3,4,6,0,3
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ CLASELE V-VIII",443,"IECEA MARE",159428,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:00:23",1191,1191,0,881,707,0,174,1302,421,837,44,12,27,12,566,53,5,0,7,0,120,7,3,5,15,1,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ COMLOŞU MARE",357,"COMLOŞU MARE",156437,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:11:30",1452,1452,0,691,632,0,59,1700,1009,641,50,8,25,10,384,46,18,3,3,4,112,6,3,5,11,2,1
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ COMUNA BILED",330,BILED,155911,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:30:58",1507,1507,0,810,744,0,66,1800,990,762,48,13,66,18,343,36,14,1,2,2,129,13,83,8,30,0,4
37,TIMIŞ,"SCOALA GIMNAZIALA COMUNA DAROVA",372,DAROVA,156623,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:38:33",1760,1760,0,881,876,0,5,2000,1119,825,56,22,182,9,263,54,11,5,5,2,193,16,24,5,28,2,4
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ COMUNA MOȘNIȚA NOUĂ",480,"MOŞNIŢA NOUĂ",157834,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:30:47",1363,1363,0,901,853,0,48,1600,699,888,13,79,186,23,273,23,51,7,7,6,115,27,10,6,63,4,8
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ COMUNA MOȘNIȚA NOUĂ",479,"MOŞNIŢA NOUĂ",157834,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:30:07",1465,1465,0,814,768,0,46,1600,786,788,26,105,183,31,212,31,44,3,5,4,102,20,8,6,23,3,8
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ COMUNA SĂCĂLAZ",546,SĂCĂLAZ,158564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:59:44",1800,1800,0,1003,892,0,111,1800,797,987,16,84,176,47,329,33,11,3,6,4,222,20,10,6,32,4,0
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ COMUNA SĂCĂLAZ",545,SĂCĂLAZ,158564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:55:09",1588,1588,0,818,776,0,42,1600,782,745,73,10,85,22,262,45,12,4,5,4,233,20,8,1,27,1,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ COMUNA SĂCĂLAZ",544,SĂCĂLAZ,158564,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:43:14",1628,1628,0,830,771,0,59,1700,870,801,29,21,58,30,325,50,15,5,0,1,221,17,7,5,37,1,8
37,TIMIŞ,"SCOALA GIMNAZIALA DENTA",376,DENTA,156669,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:50:44",976,976,0,544,519,0,25,1100,556,524,20,12,14,8,303,33,5,1,4,22,85,11,5,5,8,2,6
37,TIMIŞ,"SCOALA GIMNAZIALA DENTA",375,DENTA,156669,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:08:23",989,989,0,611,603,0,8,1000,389,571,40,13,21,5,330,20,12,5,2,21,103,8,2,6,9,2,12
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ DETA",253,"ORAŞ DETA",155458,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:28:39",1575,1575,0,549,535,0,14,1600,1051,527,22,15,69,10,226,34,34,2,5,3,97,6,4,4,10,3,5
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ DETA",252,"ORAŞ DETA",155458,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:44:17",1523,1523,0,536,525,0,11,1600,1064,508,28,10,39,6,243,31,36,4,4,5,88,9,7,6,13,3,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ DUMBRĂVIŢA",388,DUMBRĂVIŢA,155261,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:12:07",1552,1552,0,875,828,0,47,1700,825,864,11,133,243,41,228,16,24,5,4,8,91,11,8,1,47,3,1
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ DUMBRĂVIŢA",390,DUMBRĂVIŢA,155261,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:41:19",1589,1589,0,1044,979,0,65,1793,749,1028,16,180,302,53,238,20,27,4,2,2,128,18,6,1,39,3,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ DUMBRĂVIŢA",387,DUMBRĂVIŢA,155261,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:05:10",1618,1618,0,979,936,0,43,1800,821,964,15,184,271,37,245,24,21,7,2,4,97,11,5,6,44,3,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ DUMBRĂVIŢA",391,DUMBRĂVIŢA,155261,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:30:56",1690,1690,0,986,915,0,71,1798,812,964,22,144,238,49,261,18,63,3,4,4,106,13,3,3,51,1,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ DUMBRĂVIŢA",389,DUMBRĂVIŢA,155261,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:51:25",1680,1680,0,1004,941,0,63,1800,796,994,10,155,257,45,239,26,53,7,6,5,116,23,7,7,41,4,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ DUMBRĂVIŢA",396,DUMBRĂVIŢA,155261,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:53:49",1682,1682,0,857,828,0,29,1800,943,822,35,151,217,24,195,18,38,3,4,11,104,10,5,4,36,1,1
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ DUMBRĂVIŢA",392,DUMBRĂVIŢA,155261,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:41:36",1693,1693,0,976,936,0,40,1800,824,942,34,154,206,25,208,18,134,4,5,6,121,23,5,3,24,2,4
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ DUMBRĂVIŢA",393,DUMBRĂVIŢA,155261,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:08:13",1600,1600,0,984,920,0,64,1800,816,976,8,182,259,35,233,26,26,7,4,8,124,16,8,2,41,2,3
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA",394,DUMBRĂVIŢA,155261,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:19:56",1697,1697,0,843,801,0,42,2000,1157,832,11,161,188,30,225,14,22,6,4,4,108,10,12,3,39,1,5
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA",395,DUMBRĂVIŢA,155261,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:29:12",1722,1722,0,1031,1000,0,31,2000,969,1014,17,155,250,54,260,15,103,5,5,2,91,23,4,1,36,5,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ ”EFTIMIE MURGU”",224,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:38:56",1121,1121,0,508,495,0,13,1200,692,495,13,27,67,23,218,22,30,4,1,2,72,8,9,3,6,1,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ ”EFTIMIE MURGU”",225,"MUNICIPIUL LUGOJ",155350,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:19:29",1198,1198,0,502,485,0,17,1300,798,490,12,29,66,15,207,19,15,7,2,2,80,16,7,3,15,4,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ FOENI",401,FOENI,157004,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:38:03",996,996,0,603,573,0,30,1100,497,585,18,8,17,18,391,49,3,1,1,1,71,2,0,5,16,2,0
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ GELU",606,VARIAŞ,159213,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:06:03",1261,1261,0,609,580,0,29,1300,691,573,36,7,11,4,316,48,12,0,6,4,121,5,7,10,16,4,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ - ”GEORGE GÂRDA” MĂNĂŞTIUR (BIBLIOTECA)",470,MĂNĂŞTIUR,157736,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:07:42",954,954,0,657,629,0,28,1000,343,614,43,6,48,32,237,63,32,3,4,1,120,9,18,15,19,5,2
37,TIMIŞ,"ŞCOALA GIMNAZIALA GHILAD",407,GHILAD,159400,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:02:35",1604,1604,0,946,928,0,18,1700,758,885,57,10,73,6,513,32,15,2,6,2,176,9,5,8,19,4,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ GHIRODA",409,GHIRODA,155289,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:44:27",1822,1822,0,968,938,0,30,1900,932,938,30,99,130,46,334,44,30,8,2,2,147,20,18,6,47,2,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ GHIRODA",410,GHIRODA,155289,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:43:59",1985,1985,0,1115,1084,0,31,2000,885,1068,47,82,236,29,370,47,21,10,7,0,168,25,14,8,40,8,3
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ GIARMATA",417,GIARMATA,157246,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:58:47",1803,1803,0,897,873,0,24,1800,903,860,37,35,115,28,337,36,16,7,9,4,173,36,17,7,20,7,13
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ HITIAŞ",527,RACOVIŢA,158243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:03:00",679,679,0,548,471,0,77,700,152,520,28,14,3,6,321,27,1,0,0,3,69,4,64,0,5,1,2
37,TIMIŞ,"SCOALA GIMNAZIALA HODONI",543,SATCHINEZ,158528,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:05:18",988,988,0,510,499,0,11,1095,585,488,22,10,81,6,221,28,4,2,2,1,99,8,1,2,17,2,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ ”IOSIF CIOROGARIU” ,CHIȘODA",433,GIROC,155314,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:13:20",1300,1300,0,778,747,0,31,1600,822,753,25,70,166,28,257,33,22,5,5,2,112,17,4,3,20,0,9
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ ”IOSIF CIOROGARIU” ,CHIȘODA",434,GIROC,155314,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:28:48",1411,1411,0,740,703,0,37,1600,860,704,36,61,98,24,277,27,18,5,11,2,113,23,1,4,30,3,7
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ IZVIN",288,"ORAŞ RECAŞ",158314,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:14:49",1405,1405,0,772,746,0,26,1500,728,733,39,13,90,9,309,69,3,4,7,6,126,10,56,0,22,3,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ JIMBOLIA",277,"ORAŞ JIMBOLIA",155494,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:15:15",1634,1634,0,614,597,0,17,1800,1186,565,49,13,58,14,199,33,33,1,5,3,155,13,10,4,11,2,11
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ JIMBOLIA",278,"ORAŞ JIMBOLIA",155494,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:15:32",1680,1680,0,690,666,0,24,1800,1110,653,37,11,41,15,228,39,99,2,6,3,161,11,1,7,13,3,13
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ LIEBLING",455,LIEBLING,157497,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:37:35",1296,1296,0,705,686,0,19,1400,695,663,42,12,72,13,279,35,4,5,4,3,185,10,3,7,20,1,10
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ „MARIA BRINDEA”",514,PESAC,159507,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:25:03",938,938,0,467,450,0,17,1000,533,417,50,2,5,4,220,46,3,2,2,1,115,8,3,2,3,0,1
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ MOȘNIȚA NOUĂ",478,"MOŞNIŢA NOUĂ",157834,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:32:35",1721,1721,0,1129,1075,0,54,1800,671,1101,28,141,250,50,309,30,27,7,1,4,143,29,8,7,84,3,8
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ MOȘNIȚA NOUĂ",477,"MOŞNIŢA NOUĂ",157834,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:19:15",1555,1555,0,899,882,0,17,1800,901,846,53,58,96,33,260,49,117,3,3,4,145,40,6,1,18,9,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.12",68,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:07:20",1140,1140,0,444,420,0,24,1200,756,436,8,30,95,16,123,24,23,12,3,2,73,12,3,7,10,1,2
