precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL PATRIOȚILOR-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ROMÂNIA MARE-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","GHEORGHE VLAD-DAN-voturi","ALIANȚA AUR-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
10,BUZĂU,"ŞCOALA PRIMARĂ BEGU",303,PĂNĂTĂU,48227,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:58:05",168,168,0,112,105,0,7,190,78,103,9,0,1,0,1,0,1,87,0,1,9,0,1,1,0,1,0
10,BUZĂU,"SCOALA PRIMARA BÎSCENII DE JOS",179,CALVINI,45753,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:48:50",479,479,0,369,301,0,68,520,151,339,30,1,11,1,2,0,0,288,0,9,22,0,0,2,3,0,0
10,BUZĂU,"ŞCOALA PRIMARA CATIASU",202,CHIOJDU,46180,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:22:40",262,262,0,183,153,0,30,290,107,165,18,1,7,0,0,0,0,136,0,2,6,0,8,0,0,5,0
10,BUZĂU,"ŞCOALA PRIMARĂ COSTIENI",422,ZIDURI,50479,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:10:01",570,570,0,347,342,0,5,630,283,324,23,2,16,1,0,0,0,267,0,2,25,0,8,0,2,0,1
10,BUZĂU,"ȘCOALA PRIMARĂ COTORCA",248,GLODEANU-SILIŞTEA,46910,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:56:48",752,752,0,484,467,0,17,830,346,455,29,2,2,2,2,2,0,379,0,2,47,1,7,0,6,3,0
10,BUZĂU,"ŞCOALA PRIMARĂ COTU CIORII",184,"C.A. ROSETTI",45815,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:15:24",458,458,0,244,235,0,9,500,256,226,18,0,10,5,3,1,1,158,2,0,40,1,2,0,2,0,1
10,BUZĂU,"ŞCOALA PRIMARĂ CUCULEASA",423,ZIDURI,50479,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:02:29",363,363,0,240,233,0,7,400,160,228,12,0,7,1,1,0,0,194,1,1,15,0,5,0,3,0,0
10,BUZĂU,"ŞCOALA PRIMARĂ DEALUL VIEI",280,MEREI,47453,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:15:02",610,610,0,344,327,0,17,670,326,316,28,1,17,1,1,1,3,202,7,6,53,0,11,4,5,4,0
10,BUZĂU,"ŞCOALA PRIMARA DIN SATUL FULGA",196,CERNĂTEŞTI,46019,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:49:25",357,357,0,219,209,0,10,400,181,210,9,2,4,0,1,0,0,168,1,0,17,0,7,3,3,4,0
10,BUZĂU,"ŞCOALA PRIMARĂ DIN SATUL MOVILA OII",207,CILIBIA,46251,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:58:27",267,267,0,241,208,0,33,300,59,228,13,0,8,2,0,0,3,152,8,4,35,0,13,1,1,1,0
10,BUZĂU,"ŞCOALA PRIMARĂ FINŢESTI",294,NĂENI,47854,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:47:05",454,454,0,381,360,0,21,500,119,336,45,0,14,0,1,3,1,215,1,6,43,1,44,2,2,3,0
10,BUZĂU,"ŞCOALA PRIMARĂ FIŞICI",164,BOZIORU,45389,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:51:05",266,266,0,231,188,0,43,300,69,201,30,2,15,4,2,1,3,146,2,1,16,1,8,0,0,0,0
10,BUZĂU,"ŞCOALA PRIMARĂ FLOREŞTI",141,BECENI,45003,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:32:49",178,178,0,136,106,0,30,200,64,124,12,0,5,0,0,1,1,100,0,2,10,0,2,0,3,0,0
10,BUZĂU,"SCOALA PRIMARA GARA BOBOCU",215,COCHIRLEANCA,46377,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:35:12",311,311,0,182,173,0,9,332,150,174,8,1,20,1,1,0,1,112,0,0,32,1,3,0,1,1,0
10,BUZĂU,"ŞCOALA PRIMARĂ GOMOEȘTI",224,COSTEŞTI,46484,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:49:03",176,176,0,123,113,0,10,200,77,114,9,1,8,0,4,1,0,76,0,3,13,1,6,0,1,0,0
10,BUZĂU,"ŞCOALA PRIMARĂ HELIADE RĂDULESCU",424,ZIDURI,50479,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:16:23",601,601,0,363,348,0,15,657,294,340,23,1,11,1,1,0,1,279,1,3,34,0,2,2,2,2,0
10,BUZĂU,"ŞCOALA PRIMARĂ HOMEŞTI",251,GREBĂNU,47006,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:39:57",828,828,0,528,483,0,45,910,382,465,63,5,17,0,0,1,0,385,0,3,39,1,3,2,3,4,2
10,BUZĂU,"ŞCOALA PRIMARĂ IZVORU DULCE",143,BECENI,45003,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:29:23",675,675,0,423,400,0,23,740,317,402,21,4,22,1,5,2,8,258,4,11,60,2,5,3,11,4,2
10,BUZĂU,"ŞCOALA PRIMARA LERA",203,CHIOJDU,46180,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:21:17",324,324,0,221,212,0,9,360,139,199,22,1,5,1,0,2,1,162,1,1,16,0,5,2,1,1,0
10,BUZĂU,"ŞCOALA PRIMARĂ LIVADA",252,GREBĂNU,47006,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:55:46",565,565,0,443,394,0,49,620,177,412,31,0,18,4,3,2,3,320,1,1,41,0,9,0,3,7,0
10,BUZĂU,"ŞCOALA PRIMARA MĂRGINEANU",288,MIHĂILEŞTI,47578,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:20:55",665,665,0,455,420,0,35,730,275,407,48,2,34,1,6,3,0,257,1,0,100,0,3,0,0,0,0
10,BUZĂU,"ŞCOALA PRIMARA MUŞCEL",414,VIPEREŞTI,50326,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:09:36",73,73,0,52,36,0,16,80,28,45,7,1,0,0,0,0,0,41,1,0,1,0,1,0,0,0,0
10,BUZĂU,"SCOALA PRIMARA NEGOSINA",188,CĂNEŞTI,45888,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:26:33",141,141,0,119,100,0,19,160,41,113,6,1,4,0,1,0,3,75,0,4,15,1,7,0,2,0,0
10,BUZĂU,"ŞCOALA PRIMARĂ NEHOIAŞU",108,"ORAŞ NEHOIU",47916,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:15:46",319,319,0,211,202,0,9,350,139,208,3,3,7,1,1,0,1,152,4,3,18,0,10,0,8,0,0
10,BUZĂU,"ŞCOALA PRIMARĂ NR.1 VALEA CĂTINEI",192,CĂTINA,45959,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:23:49",365,365,0,277,231,0,46,400,123,265,12,2,11,0,0,0,2,205,1,5,25,0,6,0,5,2,1
10,BUZĂU,"ŞCOALA PRIMARĂ NR.2 ZELETIN",193,CĂTINA,45959,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:02:47",162,162,0,54,47,0,7,180,126,51,3,0,1,0,0,0,0,47,0,0,2,0,1,0,0,0,0
10,BUZĂU,"ŞCOALA PRIMARĂ OGRĂZILE",285,MEREI,47453,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:47:49",573,573,0,273,260,0,13,630,357,256,17,0,12,2,2,2,5,172,4,5,34,0,10,0,1,7,0
10,BUZĂU,"ŞCOALA PRIMARA PLESCIOARA",204,CHIOJDU,46180,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:36:19",115,115,0,101,87,0,14,130,29,97,4,1,0,1,0,2,0,87,0,0,4,0,1,0,1,0,0
10,BUZĂU,"ŞCOALA PRIMARĂ PLEȘEȘTI",315,PODGORIA,48682,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:41:19",282,282,0,159,139,0,20,310,151,150,9,3,5,1,1,0,0,88,2,3,19,0,26,0,1,1,0
10,BUZĂU,"ŞCOALA PRIMARA POENITELE",205,CHIOJDU,46180,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:10:34",153,153,0,121,84,0,37,170,49,112,9,0,1,3,0,0,0,97,0,0,6,0,4,0,0,1,0
10,BUZĂU,"ŞCOALA PRIMARA POŞTA",384,TOPLICENI,49769,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:50:47",412,412,0,245,226,0,19,444,199,228,17,2,21,0,5,1,3,134,8,5,29,2,8,0,6,2,2
10,BUZĂU,"SCOALA PRIMARA ROSIORU",216,COCHIRLEANCA,46377,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:59:31",522,522,0,341,324,0,17,570,229,322,19,1,15,3,3,0,1,191,2,3,84,1,12,0,3,3,0
10,BUZĂU,"ȘCOALA PRIMARĂ SĂLCIOARA",240,GHERGHEASA,46830,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:24:39",785,785,0,480,472,0,8,860,380,462,18,0,18,2,2,2,1,363,2,6,35,0,15,0,7,9,0
10,BUZĂU,"ȘCOALA PRIMARĂ SĂLCIOARA",365,SMEENI,49545,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:45:15",549,549,0,265,259,0,6,600,335,251,14,5,12,2,3,0,3,172,0,4,26,0,18,1,4,1,0
10,BUZĂU,"ŞCOALA PRIMARĂ SĂSENII NOI",408,VERNEŞTI,50102,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:13:16",286,286,0,158,144,0,14,320,162,155,3,3,10,0,1,1,1,105,4,6,10,0,8,1,3,2,0
10,BUZĂU,"ŞCOALA PRIMARA SAT ARCANU",359,SCUTELNICI,49439,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:46:01",315,315,0,256,227,0,29,347,91,243,13,0,8,1,5,0,0,212,0,3,8,0,5,0,1,0,0
10,BUZĂU,"ŞCOALA PRIMARĂ SAT BĂLĂNEȘTI",228,COZIENI,46554,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:07:39",511,511,0,362,324,0,38,560,198,312,50,1,16,0,2,2,7,221,0,5,21,2,24,0,2,6,3
10,BUZĂU,"ŞCOALA PRIMARĂ SAT BECIU",353,SCORŢOASA,49313,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:39:30",108,108,0,75,69,0,6,121,46,72,3,0,5,0,1,0,0,53,1,1,10,0,1,0,0,0,0
10,BUZĂU,"ŞCOALA PRIMARĂ SAT COCA ANTIMIREŞTI",411,"VINTILĂ VODĂ",50228,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:57:22",165,165,0,105,96,0,9,190,85,95,10,1,0,0,0,0,0,74,1,2,12,1,3,0,0,0,1
10,BUZĂU,"ŞCOALA PRIMARĂ SAT COLŢU PIETRII,COMUNA SIRIU,JUDETUL BUZĂU",362,SIRIU,49484,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:19:22",1145,1145,0,869,854,0,15,1260,391,817,52,5,39,3,8,3,0,590,5,7,115,0,12,1,7,19,3
10,BUZĂU,"ŞCOALA PRIMARĂ SAT GOLU GRABICINA",354,SCORŢOASA,49313,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:55:54",226,226,0,159,150,0,9,250,91,152,7,0,1,0,0,0,0,135,0,1,12,0,1,0,0,1,1
10,BUZĂU,"ŞCOALA PRIMARĂ SAT GRABICINA DE JOS",355,SCORŢOASA,49313,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:30:56",121,121,0,85,80,0,5,141,56,81,4,0,1,0,0,0,0,70,1,0,7,0,1,0,0,1,0
10,BUZĂU,"ŞCOALA PRIMARĂ SAT GURA BÂSCEI, COMUNA CISLĂU",210,CISLĂU,46313,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:18:11",343,343,0,211,206,0,5,380,169,204,7,2,14,1,4,3,4,135,3,8,17,0,5,2,5,1,0
10,BUZĂU,"ŞCOALA PRIMARĂ SAT GURA VĂII",356,SCORŢOASA,49313,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:38:51",172,167,5,110,105,2,3,191,77,106,4,0,3,1,0,0,1,70,2,2,24,0,2,0,1,0,0
10,BUZĂU,"SCOALA PRIMARA, SAT IZVORANU, COMUNA TISAU",375,TISĂU,49643,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:35:57",90,90,0,70,57,0,13,110,40,69,1,0,5,0,0,0,1,50,0,0,6,1,4,0,2,0,0
10,BUZĂU,"ŞCOALA PRIMARĂ SAT LUNCILE",260,LOPĂTARI,47186,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:33:24",597,597,0,399,363,0,36,660,261,368,31,5,11,1,2,0,4,165,1,6,26,0,135,0,7,4,1
10,BUZĂU,"ŞCOALA PRIMARĂ SAT NICULEŞTI",412,"VINTILĂ VODĂ",50228,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:49:02",902,902,0,539,494,0,45,1000,461,511,28,2,18,8,5,1,1,349,10,5,56,1,27,4,8,14,2
10,BUZĂU,"ŞCOALA PRIMARĂ SAT PLOPEASA DE SUS",357,SCORŢOASA,49313,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:56:21",123,123,0,86,69,0,17,140,54,84,2,0,3,0,0,1,2,71,0,0,3,1,2,1,0,0,0
10,BUZĂU,"ŞCOALA PRIMARĂ SAT PLOŞTINA",262,LOPĂTARI,47186,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:23:41",364,364,0,253,237,0,16,400,147,242,11,3,8,1,3,1,0,48,0,1,25,1,145,1,3,2,0
10,BUZĂU,"SCOALA PRIMARĂ SAT STREZENI, COMUNA TISAU",377,TISĂU,49643,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:43:16",428,428,0,278,256,0,22,470,192,264,14,0,10,4,3,0,0,182,3,6,41,0,9,0,5,1,0
10,BUZĂU,"ŞCOALA PRIMARA SAT ŢINTEŞTI",386,ŢINTEŞTI,49849,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:54:12",1792,1792,0,1208,1191,0,17,1970,762,1106,102,10,29,0,1,1,0,644,9,16,99,1,287,1,3,3,2
10,BUZĂU,"ȘCOALA PRIMARĂ SMÂRDAN",167,BRĂDEANU,45496,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:17:19",649,649,0,434,409,0,25,720,286,405,29,2,12,2,1,2,3,336,3,3,33,2,3,2,1,0,0
10,BUZĂU,"SCOALA PRIMARA TARLELE",217,COCHIRLEANCA,46377,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:58:22",35,35,0,27,20,0,7,40,13,24,3,2,0,0,0,0,0,10,0,0,10,0,0,0,1,0,1
10,BUZĂU,"ȘCOALA PRIMARĂ TERCA",263,LOPĂTARI,47186,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:26:35",304,304,0,217,203,0,14,330,127,191,12,1,6,0,0,1,2,75,2,0,24,0,71,1,1,7,0
10,BUZĂU,"ŞCOALA PRIMARĂ TRESTIOARA",277,MÂNZĂLEŞTI,47630,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:11:06",273,273,0,172,167,0,5,300,128,168,4,2,6,1,0,0,0,137,1,0,13,0,2,1,3,2,0
10,BUZĂU,"ŞCOALA PRIMARA TRONARI",415,VIPEREŞTI,50326,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:05:01",748,748,0,509,476,0,33,820,311,457,52,3,37,0,12,4,3,335,3,6,42,0,3,3,3,3,0
10,BUZĂU,"ŞCOALA PRIMARĂ VALEA COTOAREI",278,MÂNZĂLEŞTI,47630,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:33:10",163,163,0,108,97,0,11,180,72,101,7,0,2,0,0,0,2,83,0,1,11,0,1,1,0,0,0
10,BUZĂU,"ŞCOALA PRIMARĂ VALEA NUCULUI",154,BERCA,45101,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:16:55",562,562,0,304,284,0,20,621,317,293,11,0,19,0,7,1,0,185,1,6,31,1,29,0,8,5,0
10,BUZĂU,"ŞCOALA PRIMARĂ VARLAAM",257,"GURA TEGHII",47079,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:17:22",416,416,0,269,248,0,21,460,189,259,10,1,9,1,4,2,1,162,1,6,52,0,15,0,2,2,1
10,BUZĂU,"ŞCOALA PRIMARĂ VIZIRENI",186,"C.A. ROSETTI",45815,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:40:48",366,366,0,247,239,0,8,400,153,207,40,1,11,0,0,0,0,140,1,12,32,1,4,1,1,3,0
10,BUZĂU,"ŞCOALA PRMARĂ CĂLŢUNA",367,SMEENI,49545,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:39:14",410,410,0,243,235,0,8,450,207,228,15,0,17,0,6,0,0,165,1,1,30,0,5,1,2,0,0
10,BUZĂU,"ŞCOALA PRMARĂ LUCIENI",369,SMEENI,49545,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:13:19",318,318,0,146,143,0,3,350,204,135,11,0,6,1,0,0,0,104,0,1,8,0,15,0,0,0,0
10,BUZĂU,"ŞCOALA PUIEŞTII DE SUS",325,PUIEŞTI,48842,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:28:10",268,268,0,147,137,0,10,300,153,143,4,0,0,0,12,0,0,101,2,2,14,1,5,0,3,3,0
10,BUZĂU,"ŞCOALA SAT COLIBAŞI",329,RÂMNICELU,48968,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:10:23",330,330,0,238,226,0,12,360,122,229,9,0,15,0,0,0,1,174,3,3,24,0,5,1,0,3,0
10,BUZĂU,"ŞCOALA SAT FOTIN",330,RÂMNICELU,48968,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:41:50",196,196,0,134,124,0,10,220,86,120,14,1,12,2,4,2,3,69,0,0,21,0,5,0,0,1,0
10,BUZĂU,"SCOALA SAT ŞTIUBEI",331,RÂMNICELU,48968,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:39:10",475,475,0,339,327,0,12,518,179,297,42,1,18,2,1,1,1,222,3,3,30,1,8,0,3,1,2
10,BUZĂU,"ŞCOALA TEGA",304,PĂNĂTĂU,48227,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:10:08",462,462,0,293,282,0,11,510,217,277,16,1,7,2,2,1,0,202,3,2,49,1,4,1,0,2,0
10,BUZĂU,"ŞCOALA TRESTIOARA",199,CHILIILE,46108,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:57:17",162,162,0,118,98,0,20,180,62,115,3,1,4,0,0,0,2,100,0,3,2,0,1,0,1,1,0
10,BUZĂU,"ŞCOALA VÎRF",296,NĂENI,47854,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:36:57",169,169,0,151,134,0,17,188,37,132,19,2,4,2,0,0,1,83,0,1,27,0,10,0,1,1,0
10,BUZĂU,"S.C. RAFINĂRIA VENUS OILREG S.A.",99,"MUNICIPIUL RÂMNICU SĂRAT",44845,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:21:28",1881,1881,0,902,884,0,18,2100,1198,825,77,1,72,6,20,11,4,502,5,12,123,3,26,7,17,12,4
10,BUZĂU,"SEMINARUL TEOLOGIC ORTODOX ”CHESARIE EPISCOPUL”",73,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:35:30",1327,1327,0,643,603,0,40,1500,857,625,18,4,27,3,3,10,6,280,43,19,88,5,91,3,31,11,1
10,BUZĂU,"SEMINARUL TEOLOGIC ORTODOX ”CHESARIE EPISCOPUL”",74,"MUNICIPIUL BUZĂU",44818,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:17:31",1584,1584,0,592,576,0,16,1700,1108,569,23,3,39,3,8,7,2,297,0,14,79,6,67,7,22,9,6
