precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA AUR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","GHEORGHE VLAD-DAN-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
5,BIHOR,"LICEUL TECHNOLOGIC AGROINDUSTRIAL ”TAMASI ARON” BORȘ",258,BORŞ,27631,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:44:47",1233,1233,0,812,749,0,63,1343,531,804,8,3,1,6,0,24,0,665,3,0,8,1,4,70,11,4,4
5,BIHOR,"LICEUL TEHNOLOGIC ”CONSTANTIN BRÂNCUȘI”",90,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:00:51",1465,1465,0,586,560,0,26,1625,1039,562,22,0,4,25,3,65,3,95,15,3,25,5,24,239,25,6,25
5,BIHOR,"LICEUL TEHNOLOGIC ”CONSTANTIN BRÂNCUȘI”",91,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:51:03",1473,1473,0,580,563,0,17,1618,1038,571,9,3,8,23,7,98,0,88,8,3,35,9,11,228,18,4,28
5,BIHOR,"LICEUL TEHNOLOGIC ”FELIX” SÂNMARTIN",553,SÂNMARTIN,26582,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:53:53",1061,1061,0,707,660,0,47,1051,344,694,13,6,1,17,3,96,2,15,18,0,57,7,12,412,22,6,20
5,BIHOR,"LICEUL TEHNOLOGIC NR.1",178,"MUNICIPIUL SALONTA",26975,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:43:14",827,827,0,421,418,0,3,894,473,402,19,0,1,2,1,33,1,144,6,1,24,4,6,156,4,2,17
5,BIHOR,"LICEUL TEHNOLOGIC NR 1 POPESTI",499,POPEŞTI,30568,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:33:50",862,862,0,410,403,0,7,948,538,381,29,3,0,2,2,66,0,44,2,1,4,0,4,213,3,4,33
5,BIHOR,"LICEUL TEHNOLOGIC NR 1 POPESTI",500,POPEŞTI,30568,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 14:13:08",897,897,0,570,516,0,54,982,412,544,26,1,3,9,3,107,0,29,6,0,21,2,3,318,11,1,30
5,BIHOR,"LICEUL TEHNOLOGIC NR. 1 - ŞUNCUIUŞ",601,ŞUNCUIUŞ,31510,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:12:31",1207,1207,0,736,707,0,29,1325,589,699,37,2,2,4,6,216,1,47,13,2,26,10,8,314,13,13,22
5,BIHOR,"LICEUL TEHNOLOGIC NR.1 - VALEA LUI MIHAI",212,"ORAŞ VALEA LUI MIHAI",32027,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:26:02",1201,1201,0,619,604,0,15,1323,704,602,17,2,1,4,1,14,0,483,4,0,3,2,1,79,2,0,6
5,BIHOR,"LICEUL TEOLOGIC BAPTIST „EMANUEL” - SALA DE SPORT",144,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:34:34",1162,1162,0,586,542,0,44,1278,692,578,8,4,0,28,2,64,1,56,7,2,54,6,32,276,21,0,25
5,BIHOR,"LICEUL TEORETIC ”ADY ENDRE”",123,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:04:35",1217,1217,0,810,474,0,336,1430,620,751,59,5,3,35,12,89,2,170,11,9,61,14,31,269,16,7,17
5,BIHOR,"LICEUL TEORETIC ARANY JANOS",168,"MUNICIPIUL SALONTA",26975,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:38:52",1121,1121,0,621,609,0,12,1221,600,610,11,2,0,5,2,17,0,483,7,1,15,0,2,63,3,0,10
5,BIHOR,"LICEUL TEORETIC ”AUREL LAZĂR”",127,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:02:17",1405,1405,0,413,365,0,48,1539,1126,403,10,1,2,18,3,37,2,69,5,3,34,4,28,163,14,2,18
5,BIHOR,"LICEUL TEORETIC CONSTANTIN ȘERBAN",182,"ORAŞ ALEŞD",26699,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:22:41",1285,1285,0,586,559,0,27,1417,831,572,14,2,1,5,4,72,3,64,6,1,41,0,11,304,17,41,0
5,BIHOR,"LICEUL TEORETIC GERMAN ”FRIEDRICH SCHILLER”",137,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:50:28",1427,1427,0,560,544,0,16,1567,1007,553,7,0,1,17,8,60,0,172,2,2,49,8,25,173,13,2,21
5,BIHOR,"LICEUL TEORETIC GERMAN ”FRIEDRICH SCHILLER”",138,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:39:11",1073,1073,0,460,422,0,38,1174,714,448,12,6,2,37,1,50,0,80,8,0,40,2,17,167,14,1,23
5,BIHOR,"LICEUL TEORETIC GERMAN ”FRIEDRICH SCHILLER”",136,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:52:35",866,866,0,363,346,0,17,952,589,357,6,2,1,16,0,42,1,120,3,2,35,4,13,99,9,0,10
5,BIHOR,"LICEUL TEORETIC GERMAN ”FRIEDRICH SCHILLER”",139,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:00:22",926,926,0,415,383,0,32,1022,607,403,12,4,0,33,1,40,1,79,4,3,30,3,29,151,11,2,12
5,BIHOR,"LICEUL TEORETIC ” HORVÁTH JÁNOS ”",163,"MUNICIPIUL MARGHITA",26877,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:20:15",1384,1384,0,798,761,0,37,1525,727,779,19,2,0,8,3,64,3,458,9,2,19,0,7,178,5,5,16
5,BIHOR,"LICEUL TEORETIC ”HORVÁTH JÁNOS”",161,"MUNICIPIUL MARGHITA",26877,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:13:48",1268,1268,0,669,647,0,22,1372,703,649,20,0,2,17,2,51,0,383,3,1,15,1,11,138,9,1,15
5,BIHOR,"LICEUL TEORETIC ”LUCIAN BLAGA”",54,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:25:57",1273,1273,0,568,547,0,21,1400,832,557,11,2,4,19,3,60,2,114,3,2,46,3,23,242,12,1,21
5,BIHOR,"LICEUL TEORETIC ”LUCIAN BLAGA”",55,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:01:21",1374,1374,0,480,463,0,17,1520,1040,465,15,0,1,20,2,63,0,133,6,2,27,2,11,174,16,0,8
5,BIHOR,"LICEUL TEORETIC ”LUCIAN BLAGA”",53,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 14:34:33",1550,1550,0,624,597,0,27,1705,981,615,9,2,4,20,5,87,5,138,14,3,47,6,25,204,18,5,32
5,BIHOR,"LICEUL TEORETIC ”LUCIAN BLAGA”",52,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:17:37",1168,1168,0,501,483,0,18,1277,776,489,12,1,2,29,3,62,3,103,10,2,42,4,20,179,17,2,10
5,BIHOR,"LICEUL TEORETIC N.JIGA",630,TINCA,31789,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:32:22",1351,1351,0,714,685,0,29,1482,768,479,235,1,5,0,2,67,0,25,6,0,0,7,6,337,2,2,19
5,BIHOR,"LIC. TEHNOLOGIC NR1 SUPLACU DE BARCAU",580,"SUPLACU DE BARCĂU",31262,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:59:54",967,967,0,591,570,0,21,1060,469,527,64,0,1,4,2,34,0,256,4,0,0,4,3,200,5,4,10
5,BIHOR,"ORĂŞELUL COPIILOR",80,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:39:40",1449,1449,0,680,618,0,62,1740,1060,667,13,4,6,43,5,69,2,166,11,3,48,8,20,225,28,5,24
5,BIHOR,"PALATUL COPIILOR ŞI ELEVILOR",120,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:51:05",1416,1416,0,600,553,0,47,1650,1050,580,20,1,3,31,0,52,2,143,19,3,38,4,21,216,19,4,24
5,BIHOR,PRIMĂRIA,423,"LAZURI DE BEIUŞ",29760,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:42:40",278,278,0,227,215,0,12,300,73,222,5,1,0,6,1,29,0,4,0,1,16,0,3,151,1,2,7
5,BIHOR,"PRIMĂRIA ABRAM",219,ABRAM,27070,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:26:30",787,787,0,442,427,0,15,863,421,406,36,1,3,5,1,66,0,64,4,0,5,0,8,223,7,2,17
5,BIHOR,"PRIMĂRIA ALEȘD- SALA MARE",181,"ORAŞ ALEŞD",26699,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:39:13",1418,1418,0,797,746,0,51,1548,751,783,14,3,5,17,4,111,2,168,5,1,41,2,15,357,20,4,28
5,BIHOR,"PRIMĂRIA BUDUSLĂU",280,BUDUSLĂU,27908,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:22:08",822,822,0,484,463,0,21,900,416,459,25,0,0,2,0,2,0,437,0,0,2,0,1,14,0,0,1
5,BIHOR,"PRIMĂRIA CĂPÎLNA",298,CĂPÂLNA,28139,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:52:37",236,236,0,231,193,0,38,256,25,220,11,1,1,1,2,32,0,2,1,0,8,1,3,151,9,2,6
5,BIHOR,"PRIMĂRIA COMUNEI BUNTEȘTI",285,BUNTEŞTI,27971,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:17:00",482,482,0,391,370,0,21,526,135,376,15,0,0,5,0,93,0,4,4,1,13,0,8,223,7,5,13
5,BIHOR,"PRIMĂRIA CURTUIŞENI",357,CURTUIŞENI,29001,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:19:23",1261,1261,0,700,693,0,7,1388,688,636,64,3,0,2,4,10,1,453,0,3,1,0,2,150,3,0,4
5,BIHOR,"PRIMĂRIA DERNA",359,DERNA,29038,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:41:20",718,718,0,393,371,0,22,784,391,371,22,1,0,6,0,52,0,23,7,1,6,8,4,235,7,1,20
5,BIHOR,"PRIMARIA DRAGANESTI",377,DRĂGĂNEŞTI,29243,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:35:03",354,354,0,325,291,0,34,406,81,315,10,0,0,4,5,41,0,9,7,1,6,0,6,205,6,2,23
5,BIHOR,"PRIMĂRIA DRĂGEŞTI",387,DRĂGEŞTI,29341,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:44:14",275,275,0,288,205,0,83,297,9,272,16,1,3,1,5,39,0,3,3,2,4,2,7,184,5,1,12
5,BIHOR,"PRIMĂRIA FINIŞ",392,FINIŞ,29403,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:16:19",1353,1353,0,1020,974,0,46,1482,462,999,21,2,3,0,2,129,0,429,4,0,41,3,3,346,6,2,29
5,BIHOR,"PRIMĂRIA MĂGEŞTI",447,MĂGEŞTI,30069,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:49:04",215,215,0,154,141,0,13,229,75,149,5,0,1,1,0,15,0,9,4,1,15,2,0,87,4,2,8
5,BIHOR,"PRIMĂRIA MUNICIPIULUI BEIUŞ",146,"MUNICIPIUL BEIUŞ",26804,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:15:47",1322,1322,0,800,769,0,31,1455,655,753,47,0,4,14,5,114,4,39,10,4,58,0,12,434,14,7,34
5,BIHOR,"PRIMARIA TARCAIA",614,TĂRCAIA,31609,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:17:42",898,898,0,711,681,0,30,981,270,700,11,3,0,3,1,15,0,538,3,0,16,1,0,110,4,3,3
5,BIHOR,"SALA SPORT ȘCOALA",234,"AVRAM IANCU",27285,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:42:46",1493,1493,0,1122,1087,0,35,1640,518,1092,30,10,2,6,3,269,1,7,25,0,0,22,5,657,19,10,56
5,BIHOR,"ȘCOALA BUCIUM",316,CEICA,28335,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:13:52",168,168,0,137,118,0,19,179,42,126,11,0,1,3,0,27,0,2,7,0,1,0,0,78,2,0,5
5,BIHOR,"ȘCOALA CORBEȘTI",318,CEICA,28335,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:51:59",343,343,0,244,217,0,27,374,130,220,24,1,2,2,0,50,0,1,1,0,2,21,0,125,1,0,14
5,BIHOR,"ȘCOALA COTIGLET",319,CEICA,28335,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:31:16",280,280,0,186,164,0,22,301,115,167,19,0,0,1,1,31,0,1,2,0,5,1,1,112,2,1,9
5,BIHOR,"SCOALA CU CLASELE I-IV",615,TĂRCAIA,31609,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:04:32",152,152,0,144,112,0,32,168,24,143,1,0,0,0,0,21,0,3,2,1,3,0,0,112,1,0,0
5,BIHOR,"ŞCOALA CU CLASELE I-IV",252,BOROD,27560,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:14:48",488,488,0,343,332,0,11,533,190,330,13,1,2,3,2,46,0,2,3,1,5,1,7,225,3,7,22
5,BIHOR,"ŞCOALA CU CLASELE I-IV",389,DRĂGEŞTI,29341,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:14:13",169,169,0,166,119,0,47,181,15,157,9,0,1,0,1,13,0,1,3,0,1,0,1,125,2,2,7
5,BIHOR,"ȘCOALA CU CLASELE I-IV",550,SÂNIOB,28610,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:40:38",202,202,0,152,135,0,17,225,73,149,3,0,0,1,1,79,1,3,0,0,9,1,1,46,2,3,2
5,BIHOR,"ȘCOALA CU CLASELE I-IV",475,PALEU,32161,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:09:41",404,404,0,315,277,0,38,438,123,301,14,2,0,0,2,3,0,256,4,0,1,0,3,19,3,2,6
5,BIHOR,"ȘCOALA CU CLASELE I-IV",425,"LAZURI DE BEIUŞ",29760,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:47:30",353,353,0,239,223,0,16,385,146,228,11,1,5,0,1,30,0,0,4,1,11,1,2,157,2,2,11
5,BIHOR,"ȘCOALA CU CLASELE I-IV",257,BOROD,27560,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:51:53",373,373,0,265,257,0,8,406,141,254,11,0,2,3,2,52,0,1,1,1,5,1,5,157,8,4,12
5,BIHOR,"ȘCOALA CU CLASELE I-IV",255,BOROD,27560,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:44:06",89,89,0,64,50,0,14,97,33,60,4,0,2,1,0,19,0,1,0,0,1,1,0,33,0,0,2
5,BIHOR,"ȘCOALA CU CLASELE I-IV",191,"ORAŞ SĂCUENI",30915,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:51:01",1132,1132,0,674,664,0,10,1244,570,613,61,2,5,4,3,22,0,489,2,2,0,3,1,68,0,2,10
5,BIHOR,"ȘCOALA CU CLASELE I-IV",472,PALEU,32161,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 14:10:26",926,926,0,650,620,0,30,1017,367,639,11,1,0,23,2,53,1,354,6,0,21,0,9,147,12,2,8
5,BIHOR,"ȘCOALA CU CLASELE I-IV",412,HOLOD,29573,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-09 23:53:07",55,55,0,60,32,0,28,64,4,58,2,0,0,0,0,17,0,0,1,0,1,1,2,33,1,1,1
5,BIHOR,"ȘCOALA CU CLASELE I-IV",474,PALEU,32161,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:12:23",967,967,0,629,578,0,51,1066,437,612,17,1,1,7,3,48,3,352,5,2,20,5,14,127,13,1,10
5,BIHOR,"SCOALA CU CLASELE I-IV APATEU , LOC. APATEU NR 41",456,NOJORID,30149,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:06:22",369,369,0,237,221,0,16,401,164,227,10,0,0,3,1,62,1,4,8,1,25,3,2,92,15,3,7
5,BIHOR,"ȘCOALA CU CLASELE I- IV, BOIANU-MARE",249,"BOIANU MARE",27506,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:16:33",445,445,0,315,308,0,7,481,166,286,29,1,0,1,0,45,1,3,3,1,12,1,0,192,4,6,16
5,BIHOR,"ȘCOALA CU CLASELE I-IV FONĂU",415,"HUSASĂU DE TINCA",29662,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-09 23:58:27",187,187,0,100,94,0,6,202,102,90,10,0,0,0,0,4,0,1,0,0,3,0,0,75,2,0,5
5,BIHOR,"ȘCOALA CU CLASELE. I-IV JOSANI",296,CĂBEŞTI,28077,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:03:25",387,387,0,300,293,0,7,432,131,293,7,0,1,7,4,37,3,11,6,0,6,1,4,190,7,4,12
5,BIHOR,"ŞCOALA CU CLASELE I-IV LAZURI",527,ROŞIA,30844,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:07:21",318,318,0,244,239,0,5,344,90,234,10,1,1,0,1,30,1,3,1,1,2,1,1,158,8,2,23
5,BIHOR,"ȘCOALA CU CLASELE I-IV MIERSIG",416,"HUSASĂU DE TINCA",29662,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:03:06",320,320,0,239,179,0,60,358,119,232,7,3,3,3,0,41,0,8,7,0,9,0,3,127,6,1,21
5,BIHOR,"ȘCOALA CU CLASELE I-IV OȘAND",417,"HUSASĂU DE TINCA",29662,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:33:15",427,427,0,238,230,0,8,464,226,213,25,0,0,0,0,21,0,2,1,0,10,0,0,175,0,2,2
5,BIHOR,"ȘCOALA CU CLASELE I-IV SITITELEC",418,"HUSASĂU DE TINCA",29662,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:59:39",270,270,0,213,170,0,43,293,80,208,5,0,2,2,2,48,1,0,0,0,5,0,1,119,1,2,25
5,BIHOR,"ȘCOALA CU CLASELE I-IV TULCA NOUĂ",640,TULCA,31841,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:50:00",210,210,0,157,154,0,3,229,72,151,6,0,1,2,1,18,0,2,4,0,7,1,2,96,1,4,12
5,BIHOR,"ŞCOALA CU CLASELE I - VIII",600,ŞOIMI,31422,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:46:06",407,407,0,340,303,0,37,440,100,324,16,2,2,3,2,33,0,2,1,0,6,2,6,251,1,2,11
5,BIHOR,"ŞCOALA CU CLASELE I-VIII",290,BUNTEŞTI,27971,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:31:00",484,484,0,386,360,0,26,527,141,373,13,2,2,8,0,96,1,3,2,0,78,0,4,154,9,0,14
5,BIHOR,"ŞCOALA CU CLASELE I-VIII",445,MĂDĂRAS,30014,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:17:45",748,748,0,438,422,0,16,816,378,408,30,0,4,4,2,57,1,6,10,4,7,2,2,264,13,5,27
5,BIHOR,"ȘCOALA CU CLASELE I.-VIII",443,MĂDĂRAS,30014,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:47:33",789,789,0,501,476,0,25,861,360,479,22,3,3,0,0,76,0,18,7,2,17,2,10,306,10,2,23
5,BIHOR,"ȘCOALA CU CLASELE. I-VIII",256,BOROD,27560,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:23:36",211,211,0,127,116,0,11,228,101,112,15,1,2,0,1,13,0,7,0,1,1,0,0,72,1,1,12
5,BIHOR,"ŞCOALA CU CLASELE I-VIII CHEŢ",164,"MUNICIPIUL MARGHITA",26877,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:49:50",946,946,0,493,480,0,13,1013,520,446,38,2,1,0,1,21,1,284,2,0,3,3,4,104,6,4,10
5,BIHOR,"ŞCOALA CU CLASELE I-VIII GHENETEA",165,"MUNICIPIUL MARGHITA",26877,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:52:01",583,583,0,285,276,0,9,380,95,271,14,1,1,0,0,43,1,11,4,1,9,7,5,157,17,2,12
5,BIHOR,"ȘCOALA CU CLASELE I- VIII ” ÎNVĂȚĂTOR GÂLGĂU IOSIF” PĂGAIA",250,"BOIANU MARE",27506,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:18:13",521,521,0,360,343,0,17,575,215,343,17,3,0,1,1,38,0,6,0,1,9,3,2,249,9,2,19
5,BIHOR,"SCOALA CU CLASELE I-VIII ZECEHOTARE",606,ŞUNCUIUŞ,31510,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:37:55",130,130,0,93,90,0,3,141,48,83,10,0,3,0,3,14,0,1,1,0,5,0,0,52,1,0,3
5,BIHOR,"ȘCOALA CU CL. I-IV CHIȘIRID, LOC CHIȘIRID NR 168",457,NOJORID,30149,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:53:08",233,233,0,132,112,0,20,262,130,127,5,0,0,2,0,32,0,2,5,0,8,2,0,63,8,1,4
5,BIHOR,"ȘCOALA CU CL.I-IV PĂUȘA , NR 37/B",460,NOJORID,30149,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:42:35",288,288,0,149,137,0,12,313,164,146,3,0,1,3,1,53,0,3,6,0,2,3,4,52,5,1,12
5,BIHOR,"ȘCOALA CU CL. I-IV ȘAUAIEU, LOC. ȘAUAIEU NR 101",461,NOJORID,30149,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:53:55",263,263,0,144,127,0,17,288,144,139,5,0,0,0,0,18,0,14,5,1,4,3,2,76,3,2,11
5,BIHOR,"SCOALA CU CLS.I-IV",624,TILEAGD,31716,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:26:16",1301,1301,0,524,513,0,11,1429,905,467,57,1,1,2,4,81,1,46,8,6,11,20,9,236,0,5,36
5,BIHOR,"SCOALA CU CLS.I-IV",626,TILEAGD,31716,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:46:08",149,149,0,75,65,0,10,168,93,73,2,0,0,1,1,17,0,3,1,0,2,0,0,42,0,0,6
5,BIHOR,"SCOALA CU CLS. I+IV ”POJORATA”",602,ŞUNCUIUŞ,31510,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:12:52",92,92,0,59,52,0,7,97,38,56,3,0,2,0,2,17,0,1,0,0,2,0,0,32,0,0,0
5,BIHOR,"ŞCOALA CUIEŞD",269,BRUSTURI,27757,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:49:04",383,383,0,257,239,0,18,409,153,223,33,2,0,2,1,18,0,5,1,0,3,43,2,131,0,2,13
5,BIHOR,"ȘCOALA DUȘEȘTI",320,CEICA,28335,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:12:44",422,422,0,286,254,0,32,458,172,277,9,1,0,5,1,73,1,4,1,1,7,3,1,159,3,3,14
5,BIHOR,"SCOALA GENERALA",573,SÂRBI,31128,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:45:37",270,270,0,263,175,0,88,295,32,233,30,0,0,3,0,36,2,18,1,0,4,0,2,153,3,2,9
5,BIHOR,"SCOALA GENERALA",635,TINCA,31789,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:46:34",906,906,0,585,550,0,35,992,407,552,33,2,4,1,4,89,1,10,1,2,13,2,5,379,4,5,30
5,BIHOR,"SCOALA GENERALA",561,"SÂNNICOLAU ROMÂN",32179,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:50:01",278,278,0,237,202,0,35,303,66,219,18,3,1,2,3,14,0,2,4,1,3,0,0,179,0,0,7
5,BIHOR,"SCOALA GENERALA",570,SÂRBI,31128,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:01:07",77,77,0,77,52,0,25,93,16,73,4,0,1,0,0,10,0,1,0,0,2,0,0,51,2,3,3
5,BIHOR,"SCOALĂ GENERALĂ",535,SĂLACEA,30988,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:54:36",966,966,0,633,625,0,8,1010,377,609,24,0,0,0,0,2,0,577,0,1,1,3,0,20,0,1,4
5,BIHOR,"ŞCOALA GENERALĂ",549,SÂNIOB,28610,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:57:46",294,294,0,137,119,0,18,322,185,130,7,0,0,1,0,58,0,8,1,0,6,5,0,42,1,0,8
5,BIHOR,"ŞCOALA GENERALĂ",198,"ORAŞ SĂCUENI",30915,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:16:39",691,691,0,466,441,0,25,757,291,420,46,0,0,1,1,5,0,363,0,1,5,1,0,42,0,1,0
5,BIHOR,"ŞCOALA GENERALĂ",323,CETARIU,28415,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:46:37",504,504,0,302,290,0,12,574,272,265,37,2,0,2,4,7,1,170,2,0,9,1,3,50,7,2,5
5,BIHOR,"ŞCOALA GENERALĂ",199,"ORAŞ SĂCUENI",30915,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:05:58",426,426,0,275,261,0,14,456,181,248,27,0,0,0,1,9,1,205,1,1,1,0,0,27,1,0,1
5,BIHOR,"ŞCOALA GENERALĂ",200,"ORAŞ SĂCUENI",30915,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:50:15",720,720,0,440,418,0,22,810,370,401,39,2,1,2,0,14,0,347,1,1,2,0,2,26,1,0,2
5,BIHOR,"ŞCOALA GENERALĂ",324,CETARIU,28415,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:52:29",188,188,0,121,93,0,28,206,85,108,13,0,3,1,1,21,0,7,2,0,2,1,1,61,1,0,7
