precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL VERTICALA NOUĂ-voturi","FORȚA DREPTEI-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
26,MARAMUREŞ,"ŞCOALA GIMNAZIALA ”ION POPESCU DE COAȘ”",281,COAŞ,179837,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:27:50",1211,1109,2,52,48,922,821,1,52,48,892,30,1298,376,513,201,4,54,8,5,1,12,14,1,2,3,60,14
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „KOS KAROLY”",205,"ORAŞ ULMENI",109265,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:31:41",683,639,0,6,38,472,428,0,6,38,464,8,700,228,99,13,343,4,0,2,0,0,2,0,0,0,1,0
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „LAURENŢIU ULICI”",383,"RONA DE JOS",108614,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:12:34",1718,1651,1,7,59,1060,994,0,7,59,1022,38,1822,762,581,316,0,47,2,31,0,0,0,6,0,1,14,24
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „LUCIAN BLAGA”",67,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:17:25",1658,1642,6,9,1,835,825,0,9,1,814,21,1800,965,217,191,90,37,24,8,5,81,34,2,5,7,105,8
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „LUCIAN BLAGA”",65,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:36:31",1101,1089,3,9,0,523,514,0,9,0,508,15,1200,677,119,116,57,18,6,12,3,66,20,1,2,1,76,11
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „LUCIAN BLAGA”",66,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:59:40",1018,986,17,11,4,463,448,0,11,4,448,15,1100,637,117,98,53,19,7,12,2,50,14,0,1,3,70,2
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „LUCIAN BLAGA”",68,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:12:42",1516,1492,14,10,0,593,583,0,10,0,583,10,1600,1007,147,124,34,45,8,18,3,78,23,2,5,4,86,6
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ ”LUCIAN BLAGA” CORP C",316,FĂRCAŞA,108106,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:05",1506,1441,4,36,25,1013,948,4,36,25,968,45,1600,587,404,428,7,29,3,5,2,11,19,1,5,1,40,13
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „MIHAI EMINESCU”",156,"ORAŞ SĂLIŞTEA DE SUS",108892,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:16:53",1525,1508,1,12,4,645,629,0,12,4,603,42,1700,1055,325,90,1,25,4,27,6,1,61,5,10,3,34,11
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „MIHAI EMINESCU” LOCAL CENTRU 2",157,"ORAŞ SĂLIŞTEA DE SUS",108892,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:34",1028,1021,0,7,0,452,445,0,7,0,412,40,1100,648,219,33,1,24,2,15,1,0,55,0,21,2,26,13
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „MIHAIL SADOVEANU”",58,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:48:08",1187,1181,0,6,0,535,529,0,6,0,516,19,1300,765,210,120,5,31,12,14,7,61,11,0,3,1,34,7
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „MIHAIL SADOVEANU”",57,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:05",1250,1243,1,6,0,592,586,0,6,0,571,21,1400,808,230,81,9,43,12,16,5,80,15,4,4,4,53,15
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „MIRCEA VULCANESCU”",241,BÂRSANA,107314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:19:15",1447,1429,0,2,16,768,750,0,2,16,731,35,1615,849,384,276,4,31,2,7,1,0,1,0,3,1,12,9
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „MIRCEA VULCĂNESCU”",242,BÂRSANA,107314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:47:55",1173,1161,0,4,8,637,625,0,4,8,610,27,1290,653,339,186,7,18,4,8,1,0,5,0,10,3,14,15
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „NICHITA STĂNESCU”",8,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:53:31",1564,1550,9,5,0,761,756,0,5,0,742,19,1700,939,166,164,95,34,11,18,7,72,31,3,3,1,118,19
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „NICHITA STĂNESCU”",9,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:53:18",1492,1420,2,40,30,646,609,0,11,26,589,22,1600,170,137,119,47,36,12,14,5,61,25,4,2,1,118,8
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „NICOLAE BĂLCESCU”",56,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:39:25",1319,1303,9,7,0,565,558,0,7,0,519,46,1400,835,199,65,36,42,17,8,20,51,16,1,1,4,41,18
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „NICOLAE BĂLCESCU”",55,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:24:40",1553,1544,1,8,0,639,631,0,8,0,604,35,1700,1061,183,79,59,50,11,17,14,59,30,1,16,2,64,19
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „NICOLAE IORGA”",19,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:01:56",1044,1030,2,12,0,466,454,0,12,0,455,11,1100,634,96,78,56,23,12,17,2,48,27,3,9,1,75,8
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „NICOLAE IORGA”",18,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:08:00",797,786,0,11,0,369,358,0,11,0,359,10,900,531,84,58,58,19,6,15,2,21,17,2,5,1,66,5
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ NR. 13",59,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:45",1416,1394,7,14,1,677,662,0,14,1,640,37,1500,823,325,110,9,33,11,10,3,46,27,2,9,7,42,6
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ NR. 18",26,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:09:15",1376,1363,0,13,0,586,573,0,13,0,578,8,1600,1014,140,108,44,46,8,15,4,64,27,1,3,2,95,21
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ NR. 18",27,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:42:18",1380,1374,1,5,0,538,533,0,5,0,508,22,1500,962,163,67,32,46,10,13,6,67,21,1,5,4,56,17
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ NR.1, CORP B",334,LEORDINA,108240,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:30:33",1441,1397,0,9,35,871,827,0,9,35,733,138,1600,729,362,136,2,48,7,8,0,1,14,6,3,44,92,10
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ NR. 4",363,"POIENILE DE SUB MUNTE",108473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:39",1089,1083,0,6,0,568,562,0,6,0,510,58,1200,632,184,152,2,0,11,11,11,2,0,31,12,1,20,73
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ NR. 4, HORB",361,"POIENILE DE SUB MUNTE",108473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:21:50",1142,1140,0,2,0,547,545,0,2,0,494,53,1300,753,215,121,7,46,2,0,9,5,3,23,0,1,21,41
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ NR. 4, STRUCTURA LUHEI",362,"POIENILE DE SUB MUNTE",108473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:27",912,904,0,7,1,513,505,0,7,1,454,52,1000,487,192,127,1,74,0,0,9,0,1,16,3,0,11,20
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ NR. 7",221,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:10:52",1674,1661,2,6,5,721,710,0,6,5,670,30,1800,1100,367,251,0,0,0,7,1,0,5,4,10,1,11,13
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ NR. 7",222,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:53:49",1482,1470,4,8,0,577,567,2,8,0,567,10,1600,1023,267,202,14,19,0,9,0,1,5,7,13,1,16,13
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „OCTAVIAN GOGA”",61,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:55",1197,1177,10,8,2,546,535,1,8,2,529,17,1400,854,84,61,161,24,11,19,6,53,29,3,4,2,66,6
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „OCTAVIAN GOGA”",60,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:51:28",1148,1104,11,11,22,539,507,1,11,20,517,22,1300,761,95,90,120,26,10,11,2,59,24,3,2,0,64,11
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ REGINA ELISABETA",234,BĂIUŢ,107154,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:10:26",1175,1155,0,3,17,631,611,0,3,17,609,22,1300,669,250,146,119,12,2,20,0,1,7,1,1,4,40,6
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „SIMION BĂRNUȚIU”",81,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:46:26",1924,1919,2,3,0,749,745,1,3,0,726,23,2106,1357,223,142,22,41,10,24,6,94,28,2,4,4,100,26
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „SIMION BĂRNUȚIU”",82,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:07:27",1939,1927,4,8,0,881,873,0,8,0,860,21,2100,1219,220,200,58,35,24,14,2,113,25,1,9,2,132,25
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ VADU IZEI",426,"VADU IZEI",106648,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:00:39",1042,1021,0,5,16,586,565,0,5,16,561,25,1100,514,232,218,1,68,0,7,0,3,6,0,3,0,10,13
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ VADU IZEI",427,"VADU IZEI",106648,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:43",1018,997,0,9,12,557,536,0,9,12,545,12,1100,543,267,171,0,68,3,10,0,2,3,5,3,1,7,5
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „VASILE ALECSANDRI”",75,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:10:56",1440,1425,8,7,0,544,537,0,7,0,532,12,1600,1056,129,107,43,34,11,23,4,65,27,5,3,2,66,13
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „VASILE ALECSANDRI”",74,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:55",1316,1302,0,13,1,499,485,0,13,1,478,21,1500,1001,120,82,19,32,10,10,4,79,19,2,4,4,74,19
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „VASILE ALECSANDRI”",73,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:04:18",1464,1452,4,8,0,518,510,0,8,0,498,20,1693,1082,135,78,12,34,6,21,5,81,18,2,2,3,80,21
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „VASILE ALECSANDRI”",76,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:01:40",1204,1197,0,7,0,423,416,0,7,0,398,25,1300,877,119,60,24,30,8,6,2,53,22,3,3,1,52,15
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „VASILE ALECSANDRI”",72,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:02:59",1394,1388,2,4,0,547,543,0,4,0,534,13,1500,953,118,92,30,49,19,23,8,88,10,1,2,2,75,17
26,MARAMUREŞ,"ŞCOALA GÎRLEA",139,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:57:32",1095,1082,0,5,8,514,501,0,5,8,500,14,1200,686,238,135,5,55,4,2,0,1,7,3,6,0,13,31
26,MARAMUREŞ,"ŞCOALA MAGHIARĂ",161,"ORAŞ SEINI",108963,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:10:49",1317,1290,2,12,13,654,629,0,12,13,629,25,1288,634,367,112,56,18,3,9,3,12,10,0,1,1,22,15
26,MARAMUREŞ,"ȘCOALA „NĂNEȘTI”",244,BÂRSANA,107314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:24:48",543,531,1,5,6,316,304,1,5,6,310,6,595,279,211,68,1,12,2,0,0,0,0,0,1,0,12,3
26,MARAMUREŞ,"ȘCOALA NEJNI CRAI",360,"POIENILE DE SUB MUNTE",108473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:37:14",1143,1133,0,10,0,551,541,0,10,0,493,58,1200,649,248,76,4,27,0,2,7,0,4,51,3,1,41,29
26,MARAMUREŞ,"ŞCOALA NOUĂ",310,DUMBRĂVIŢA,108035,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:48:29",927,902,2,0,23,614,591,0,0,23,594,20,1000,386,95,424,2,19,2,6,1,2,4,1,1,0,29,8
26,MARAMUREŞ,"ŞCOALA NR. 1",131,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:04",1386,1380,0,6,0,580,574,0,6,0,556,24,1600,1020,217,197,2,31,5,4,1,1,26,2,13,6,24,27
26,MARAMUREŞ,"ŞCOALA NR. 1",130,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:06:18",1220,1211,0,8,1,412,406,0,5,1,398,14,1300,888,188,106,1,28,7,5,0,0,8,2,7,10,18,18
26,MARAMUREŞ,"ŞCOALA NR. 7",149,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:27",1342,1334,1,7,0,506,498,1,7,0,474,23,1580,1083,224,82,21,76,4,8,0,1,15,2,2,7,15,17
26,MARAMUREŞ,"ŞCOALA NR. 7",148,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:30:12",1158,1154,0,4,0,440,436,0,4,0,421,19,1300,860,136,118,30,55,2,3,0,0,23,0,6,12,21,15
26,MARAMUREŞ,"ŞCOALA NR. 8",132,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:30",1326,1315,2,5,4,552,542,1,5,4,519,33,1400,848,254,105,1,62,4,0,0,3,7,2,9,7,25,40
26,MARAMUREŞ,"ŞCOALA NR. 8",133,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:31:37",1353,1347,0,5,1,604,598,0,5,1,592,12,1600,996,240,182,4,65,5,6,0,0,19,1,7,11,22,30
26,MARAMUREŞ,"ŞCOALA NR. 9",134,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:51:53",1608,1593,2,11,2,618,605,0,11,2,590,28,1700,1082,256,198,1,35,6,6,1,1,10,3,7,10,34,22
26,MARAMUREŞ,"ŞCOALA NR. 9",135,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:04",1097,1085,2,8,2,427,417,0,8,2,415,12,1200,773,176,118,5,55,1,4,2,1,9,3,1,7,12,21
26,MARAMUREŞ,"ŞCOALA NR. 9 CORP B",138,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:46:11",1069,1025,1,9,34,414,373,0,9,32,387,24,1100,686,139,138,6,30,6,4,3,0,11,1,5,16,16,12
26,MARAMUREŞ,"ŞCOALA NR. 9 CORP B",136,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:27:13",1190,1174,3,10,3,517,504,0,10,3,500,17,1303,786,197,185,3,45,5,5,0,1,12,2,2,5,18,20
26,MARAMUREŞ,"ŞCOALA NR. 9 CORP B",137,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:51",798,789,1,8,0,315,307,0,8,0,300,15,900,585,107,94,3,34,4,5,2,0,11,4,4,6,14,12
26,MARAMUREŞ,"ȘCOALA PLOPȘOR",331,IEUD,108204,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:05",377,364,0,8,5,167,154,0,8,5,161,6,400,233,109,44,0,2,1,0,0,0,2,0,0,0,2,1
26,MARAMUREŞ,"ŞCOALA POIANA",143,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:05:56",1023,1015,1,5,2,399,392,0,5,2,374,25,1100,701,120,149,1,44,1,2,1,1,7,4,5,8,9,22
26,MARAMUREŞ,"ŞCOALA POIANA",142,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:10:49",985,968,5,6,6,432,417,3,6,6,423,9,1100,668,171,148,5,49,2,3,0,0,3,1,2,8,8,23
26,MARAMUREŞ,"ŞCOALA PRIMARĂ",306,CUPŞENI,107920,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:59:29",947,938,0,4,5,545,536,0,4,5,531,14,1000,455,355,74,2,14,2,0,0,1,2,0,0,0,78,3
26,MARAMUREŞ,"ŞCOALA PRIMARĂ",415,"SUCIU DE SUS",109041,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:52:37",261,256,0,3,2,179,174,0,3,2,169,10,299,120,90,50,6,0,0,6,0,0,5,1,1,0,8,2
26,MARAMUREŞ,"ȘCOALA PRIMARĂ",436,"VIMA MICĂ",109425,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:42:38",52,42,0,8,2,43,33,0,8,2,43,0,70,27,17,21,1,1,0,0,0,0,0,0,0,0,2,1
26,MARAMUREŞ,"ȘCOALA PRIMARĂ",443,"VIŞEU DE JOS",109504,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:06:06",1489,1462,2,5,20,854,828,1,5,20,820,34,1600,739,278,453,5,15,4,6,2,0,5,1,10,0,27,14
26,MARAMUREŞ,"ȘCOALA PRIMARĂ",372,"REMETEA CHIOARULUI",108491,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:58:18",535,524,1,8,2,332,322,0,8,2,318,14,600,268,114,65,98,10,1,4,3,4,7,0,0,1,3,8
26,MARAMUREŞ,"ȘCOALA PRIMARĂ",211,"ORAŞ ULMENI",109265,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:38",269,249,0,12,8,149,129,0,12,8,146,3,300,151,115,22,1,2,0,1,0,1,3,0,0,0,0,1
26,MARAMUREŞ,"ȘCOALA PRIMARĂ BREBENI",272,CERNEŞTI,107582,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:16:53",174,163,0,10,1,112,101,0,10,1,100,9,200,88,38,11,3,6,3,0,5,0,0,0,0,0,33,1
26,MARAMUREŞ,"ȘCOALA PRIMARĂ FÎNAȚE",274,CERNEŞTI,107582,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:42:25",552,524,0,12,16,334,306,0,12,16,324,10,600,266,68,66,1,25,1,2,2,1,1,1,3,2,145,6
26,MARAMUREŞ,"ŞCOALA PRIMARĂ ÎNTRERÂURI",282,COAŞ,179837,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:49:47",77,65,0,10,2,61,49,0,10,2,59,2,100,39,45,8,3,0,0,0,0,1,0,0,0,0,2,0
26,MARAMUREŞ,"ȘCOALA PRIMARĂ MĂGURENI",275,CERNEŞTI,107582,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:46:58",176,165,0,8,3,142,131,0,8,3,126,8,200,66,64,21,3,7,1,0,2,0,1,0,0,0,21,6
26,MARAMUREŞ,"ȘCOALA PRIMARĂ PONORÂTA",302,COROIENI,107868,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:14",378,371,0,7,0,313,306,0,7,0,229,83,400,87,6,204,1,3,0,1,0,0,0,0,0,0,7,7
26,MARAMUREŞ,"ȘCOALA PRIMARĂ SI GRĂDINIȚA",359,"POIENILE DE SUB MUNTE",108473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:46:03",1096,1089,0,7,0,512,505,0,7,0,462,50,1200,688,216,123,4,38,3,0,2,1,1,33,1,0,20,20
26,MARAMUREŞ,"ŞCOALA PRIMARĂ VALEA SASULUI",262,BOTIZA,107485,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:44",285,267,0,7,11,188,170,0,7,11,185,3,300,111,106,32,0,22,0,1,0,0,5,1,4,1,12,1
26,MARAMUREŞ,"ȘCOALA PROFESIONALĂ",357,"POIENILE DE SUB MUNTE",108473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:56:31",1186,1181,2,3,0,634,629,2,3,0,569,65,1300,666,160,219,8,27,2,3,3,3,6,53,2,0,11,72
26,MARAMUREŞ,"ȘCOALA PROFESIONALĂ",358,"POIENILE DE SUB MUNTE",108473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:18:29",1105,1096,1,7,1,539,531,0,7,1,490,49,1200,661,193,157,4,15,0,4,3,1,1,56,0,0,23,33
26,MARAMUREŞ,"ŞCOALA REPEDEA",141,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:08:09",1049,1042,1,5,1,418,412,0,5,1,398,20,1100,682,118,216,1,19,3,5,0,0,4,1,5,1,9,16
26,MARAMUREŞ,"ŞCOALA REPEDEA",140,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:57:07",810,798,1,5,6,346,335,0,5,6,321,25,900,554,78,185,2,19,1,2,1,0,7,2,2,3,6,13
26,MARAMUREŞ,"ŞCOALA ROTUNDU",146,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:26:16",1152,1144,1,3,4,493,486,0,3,4,465,28,1300,807,171,112,3,101,7,5,0,0,7,0,17,5,9,28
26,MARAMUREŞ,"ŞCOALA ROTUNDU",147,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:23:35",1238,1230,1,7,0,535,528,0,7,0,513,22,1300,765,192,161,3,85,2,4,3,0,7,1,17,0,20,18
26,MARAMUREŞ,"ȘCOALA VAD",296,COPALNIC-MĂNĂŞTUR,107733,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:09:44",286,278,0,8,0,201,193,0,8,0,192,9,300,99,104,60,2,13,1,0,0,0,3,0,0,0,6,3
26,MARAMUREŞ,"ŞCOALA VALEA CARELOR",405,SĂCEL,108874,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:26:19",903,816,0,55,32,903,816,0,55,32,805,66,1400,529,231,299,3,125,3,32,1,2,14,4,6,7,36,42
26,MARAMUREŞ,"ȘCOALA „VALEA MUNTELUI”",243,BÂRSANA,107314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:52",639,629,1,7,2,372,363,0,7,2,342,28,700,330,201,119,1,13,0,1,0,0,0,1,0,0,3,3
26,MARAMUREŞ,"SEDIUL GRĂDINIȚEI",264,BUDEŞTI,107519,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:50",633,617,0,4,12,441,425,0,4,12,412,29,700,259,84,284,0,3,0,1,1,0,5,1,2,0,8,23
26,MARAMUREŞ,"SEDIUL PRIMĂRIEI",263,BUDEŞTI,107519,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:42:27",1109,1090,2,0,17,718,700,1,0,17,673,45,1200,482,124,434,1,19,0,7,22,3,9,6,4,1,30,13
26,MARAMUREŞ,"UNIVERSITATEA „BABEȘ-BOLYAI”",91,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:47",1129,1121,1,7,0,355,348,0,7,0,337,18,1200,845,108,72,36,60,2,8,2,2,2,4,2,1,18,20
26,MARAMUREŞ,"UNIVERSITATEA „BABEȘ-BOLYAI”",92,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:43",547,540,0,6,1,191,184,0,6,1,185,6,600,409,84,31,32,16,0,3,1,1,1,1,1,1,10,3
