precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ZETEA GABRIEL-VALER-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞTEŢCO GABRIEL-BOGDAN-PARTIDUL NAȚIONAL LIBERAL-voturi","PINTÉR ZSOLT-ISTVÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","POP DARIUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MORARIU CĂLIN-TEODOR-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PONDE ELENA-SIMONA-PARTIDUL ECOLOGIST ROMÂN-voturi","ROPAN MIHAI-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","POP NADIA-MARIA-PARTIDUL VERTICALA NOUĂ-voturi","OPRIŞ DUMITRU-CRISTIAN-FORȚA DREPTEI-voturi","FILIP MARIANA-FLORENTINA-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","CÎMPEAN CORNELIA-PARTIDUL PATRIOȚILOR-voturi","IVAN DAN-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","IVAŞCO ALINA-PARTIDUL S.O.S. ROMÂNIA-voturi"
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „IOAN SLAVICI”",129,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:36:46",1262,1255,1,4,2,571,565,0,4,2,549,22,1400,829,181,138,23,42,12,11,1,46,4,23,3,51,14
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „ION LUCA CARAGIALE”",32,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:24:47",839,831,0,8,0,319,311,0,8,0,317,2,897,578,96,49,24,22,5,10,4,36,7,2,1,50,11
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „ION LUCA CARAGIALE”",34,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:01:28",1149,1134,0,15,0,433,418,0,15,0,416,17,1300,867,155,61,23,36,6,12,4,34,11,5,1,46,22
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „ION LUCA CARAGIALE”",33,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:59:13",1288,1280,0,7,1,488,480,0,7,1,468,20,1400,912,102,81,48,28,5,14,3,78,15,7,5,68,14
26,MARAMUREŞ,"ŞCOALA GIMNAZIALA ”ION POPESCU DE COAȘ”",281,COAŞ,179837,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:27:50",1211,1109,2,52,48,922,821,1,52,48,890,32,1298,376,509,183,6,84,2,4,2,13,16,2,3,57,9
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „KOS KAROLY”",205,"ORAŞ ULMENI",109265,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:31:41",683,639,0,6,38,472,428,0,6,38,464,8,700,228,136,11,309,5,0,1,0,0,1,0,0,1,0
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „LAURENŢIU ULICI”",383,"RONA DE JOS",108614,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:12:34",1718,1651,1,7,59,1060,994,0,7,59,1010,50,1822,762,552,279,0,104,1,41,0,1,1,1,0,9,21
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „LUCIAN BLAGA”",67,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:17:24",1658,1642,6,9,1,835,825,0,9,1,811,24,1800,965,231,191,101,49,6,7,4,90,25,3,5,91,8
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „LUCIAN BLAGA”",65,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:36:32",1101,1089,3,9,0,523,514,0,9,0,511,12,1200,677,125,116,68,17,12,8,2,65,15,2,2,70,9
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „LUCIAN BLAGA”",66,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:59:40",1018,986,17,11,4,463,448,0,11,4,448,15,1100,637,132,100,53,22,7,10,3,53,5,1,1,59,2
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „LUCIAN BLAGA”",68,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:12:42",1516,1492,14,10,0,593,583,0,10,0,575,18,1600,1007,152,129,33,50,5,15,3,82,15,3,3,74,11
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ ”LUCIAN BLAGA” CORP C",316,FĂRCAŞA,108106,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:05",1506,1441,4,36,25,1013,948,4,36,25,985,28,1600,587,413,426,8,56,2,3,5,20,6,0,1,30,15
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „MIHAI EMINESCU”",156,"ORAŞ SĂLIŞTEA DE SUS",108892,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:16:51",1525,1508,1,12,4,645,629,0,12,4,610,35,1700,1055,306,104,5,36,1,11,4,2,85,11,4,29,12
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „MIHAI EMINESCU” LOCAL CENTRU 2",157,"ORAŞ SĂLIŞTEA DE SUS",108892,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:56:35",1028,1021,0,7,0,452,445,0,7,0,417,35,1100,648,213,30,2,35,0,17,2,0,69,19,2,21,7
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „MIHAIL SADOVEANU”",58,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:48:07",1187,1181,0,6,0,535,529,0,6,0,517,18,1300,765,194,123,8,41,4,9,14,77,6,3,2,29,7
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „MIHAIL SADOVEANU”",57,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:32:05",1250,1243,1,6,0,592,586,0,6,0,569,23,1400,808,224,90,9,52,5,10,7,92,15,4,2,46,13
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „MIRCEA VULCANESCU”",241,BÂRSANA,107314,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:19:15",1447,1429,0,2,16,768,750,0,2,16,729,28,1615,858,390,282,2,31,0,4,4,2,1,5,0,2,6
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „MIRCEA VULCĂNESCU”",242,BÂRSANA,107314,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:47:55",1173,1161,0,4,8,637,625,0,4,8,628,9,1290,653,354,203,3,20,0,1,4,4,4,6,4,8,17
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „NICHITA STĂNESCU”",8,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:53:30",1564,1550,9,5,0,761,756,0,5,0,735,26,1700,939,182,155,102,38,6,12,8,64,31,6,2,110,19
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „NICHITA STĂNESCU”",9,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:53:19",1492,1420,2,40,30,646,609,0,11,26,582,28,1600,162,137,117,56,42,9,8,4,62,19,1,3,114,10
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „NICOLAE BĂLCESCU”",56,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:39:28",1319,1303,9,7,0,565,558,0,7,0,522,43,1400,835,197,71,39,57,9,0,18,57,16,4,2,33,19
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „NICOLAE BĂLCESCU”",55,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:24:39",1553,1544,1,8,0,639,631,0,8,0,608,31,1700,1061,182,78,65,77,4,3,13,68,26,11,2,62,17
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „NICOLAE IORGA”",19,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:01:56",1044,1030,2,12,0,466,454,0,12,0,455,11,1100,634,104,96,56,24,4,13,5,47,17,9,3,71,6
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „NICOLAE IORGA”",18,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:08:00",797,786,0,11,0,369,358,0,11,0,362,7,900,531,101,60,59,17,1,13,2,23,11,8,2,61,4
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ NR. 13",59,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:23:49",1416,1394,7,14,1,677,662,0,14,1,636,41,1500,823,328,110,14,44,6,5,1,48,18,10,6,36,10
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ NR. 18",26,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:09:15",1376,1363,0,13,0,586,573,0,13,0,571,15,1600,1014,158,95,49,51,5,12,3,70,22,1,2,84,19
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ NR. 18",27,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:42:18",1380,1374,1,5,0,538,533,0,5,0,519,14,1500,967,170,70,32,52,5,11,4,66,28,3,6,60,12
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ NR.1, CORP B",334,LEORDINA,108240,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:30:30",1441,1397,0,9,35,871,827,0,9,35,828,43,1600,729,364,215,5,100,0,2,2,1,7,2,43,69,18
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ NR. 4",363,"POIENILE DE SUB MUNTE",108473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:32:40",1089,1083,0,6,0,568,562,0,6,0,526,42,1200,632,184,156,5,77,0,0,3,6,3,1,3,12,76
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ NR. 4, HORB",361,"POIENILE DE SUB MUNTE",108473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:21:50",1142,1140,0,2,0,547,545,0,2,0,503,44,1300,753,213,135,4,89,0,0,16,4,1,1,1,9,30
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ NR. 4, STRUCTURA LUHEI",362,"POIENILE DE SUB MUNTE",108473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:07:36",912,904,0,7,1,513,505,0,7,1,470,37,1000,493,198,130,2,100,1,0,8,1,2,1,1,10,16
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ NR. 7",221,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:10:51",1674,1661,2,6,5,721,710,0,6,5,691,24,1800,1085,366,245,2,31,2,4,1,1,6,9,1,8,15
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ NR. 7",222,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:53:49",1482,1470,4,8,0,577,567,2,8,0,566,11,1600,1023,275,199,25,30,0,13,0,4,2,5,3,4,6
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „OCTAVIAN GOGA”",61,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:44:55",1197,1177,10,8,2,546,535,1,8,2,529,17,1400,854,99,72,166,20,7,13,6,54,21,0,2,65,4
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „OCTAVIAN GOGA”",60,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:51:28",1148,1104,11,11,22,539,507,1,11,20,523,16,1300,761,114,89,127,30,2,8,3,63,13,1,1,64,8
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ REGINA ELISABETA",234,BĂIUŢ,107154,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:10:21",1175,1155,0,3,17,631,611,0,3,17,608,23,1300,669,239,137,122,27,3,17,2,2,4,4,1,45,5
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „SIMION BĂRNUȚIU”",81,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:46:26",1924,1919,2,3,0,749,745,1,3,0,732,17,2106,1350,217,152,27,53,8,23,7,100,22,6,1,95,21
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „SIMION BĂRNUȚIU”",82,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:07:27",1939,1927,4,8,0,881,873,0,8,0,857,24,2100,1219,224,212,58,44,14,19,5,111,20,10,3,119,18
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ VADU IZEI",426,"VADU IZEI",106648,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:00:39",1042,1021,0,5,16,586,565,0,5,16,568,18,1100,514,228,211,1,89,1,8,1,4,1,2,1,9,12
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ VADU IZEI",427,"VADU IZEI",106648,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:07:42",1018,997,0,9,12,557,536,0,9,12,548,9,1100,543,267,176,2,77,2,3,3,4,1,4,0,5,4
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „VASILE ALECSANDRI”",75,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:10:56",1440,1425,8,7,0,544,537,0,7,0,528,16,1600,1056,130,117,53,39,5,19,4,63,19,4,2,63,10
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „VASILE ALECSANDRI”",74,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:01:55",1316,1302,0,13,1,499,485,0,13,1,479,20,1500,1001,125,85,18,33,10,9,5,75,12,6,2,82,17
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „VASILE ALECSANDRI”",73,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:04:18",1464,1452,4,8,0,518,510,0,8,0,504,14,1882,1082,136,82,9,37,4,17,6,87,16,2,3,83,22
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „VASILE ALECSANDRI”",76,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:01:45",1204,1197,0,7,0,423,416,0,7,0,409,14,1300,877,131,66,26,44,4,10,6,52,13,4,2,42,9
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „VASILE ALECSANDRI”",72,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:02:59",1394,1388,2,4,0,547,543,0,4,0,536,11,1500,953,125,101,51,54,4,15,8,98,9,1,2,54,14
26,MARAMUREŞ,"ŞCOALA GÎRLEA",139,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:57:32",1095,1082,0,5,8,514,501,0,5,8,490,24,1200,686,199,181,1,70,0,2,2,0,3,4,5,3,20
26,MARAMUREŞ,"ŞCOALA MAGHIARĂ",161,"ORAŞ SEINI",108963,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:10:48",1317,1290,2,12,13,654,629,0,12,13,632,22,1288,634,386,99,60,21,1,9,2,12,6,1,1,23,11
26,MARAMUREŞ,"ȘCOALA „NĂNEȘTI”",244,BÂRSANA,107314,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:24:47",543,531,1,5,6,316,304,1,5,6,311,5,595,279,216,68,2,11,0,0,0,0,0,0,1,8,5
26,MARAMUREŞ,"ȘCOALA NEJNI CRAI",360,"POIENILE DE SUB MUNTE",108473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:37:13",1143,1133,0,10,0,551,541,0,10,0,496,55,1200,649,265,103,4,39,0,1,8,0,2,4,0,36,34
26,MARAMUREŞ,"ŞCOALA NOUĂ",310,DUMBRĂVIŢA,108035,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:48:30",927,902,2,0,23,614,591,0,0,23,602,12,1000,386,90,431,0,33,4,4,1,5,3,2,1,26,2
26,MARAMUREŞ,"ŞCOALA NR. 1",131,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:17:04",1386,1380,0,6,0,580,574,0,6,0,554,26,1600,1020,200,214,2,46,1,2,3,2,23,14,7,23,17
26,MARAMUREŞ,"ŞCOALA NR. 1",130,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:06:18",1220,1211,0,8,1,412,406,0,5,1,401,11,1300,888,175,135,3,36,0,2,1,1,5,9,6,10,18
26,MARAMUREŞ,"ŞCOALA NR. 7",149,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:27",1342,1334,1,7,0,506,498,1,7,0,481,20,1580,1079,194,125,19,80,2,2,0,3,10,2,7,9,28
26,MARAMUREŞ,"ŞCOALA NR. 7",148,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:30:12",1158,1154,0,4,0,440,436,0,4,0,422,18,1300,860,136,149,25,58,0,2,1,2,15,3,10,11,10
26,MARAMUREŞ,"ŞCOALA NR. 8",132,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:46:30",1326,1315,2,5,4,552,542,1,5,4,531,21,1400,843,218,152,2,81,2,4,0,2,5,7,12,25,21
26,MARAMUREŞ,"ŞCOALA NR. 8",133,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:31:38",1353,1347,0,5,1,604,598,0,5,1,586,18,1600,996,204,215,5,88,1,1,0,0,11,5,12,23,21
26,MARAMUREŞ,"ŞCOALA NR. 9",134,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:51:53",1608,1593,2,11,2,618,605,0,11,2,604,14,1700,1082,243,243,8,49,2,4,2,4,8,4,8,14,15
26,MARAMUREŞ,"ŞCOALA NR. 9",135,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:21:04",1097,1085,2,8,2,427,417,0,8,2,418,9,1200,773,154,161,5,55,1,3,0,1,4,1,7,7,19
26,MARAMUREŞ,"ŞCOALA NR. 9 CORP B",138,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:46:11",1069,1025,1,9,34,414,373,0,9,32,396,18,1100,686,121,176,7,44,0,4,0,1,6,4,13,12,8
26,MARAMUREŞ,"ŞCOALA NR. 9 CORP B",136,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:27:18",1190,1174,3,10,3,517,504,0,10,3,503,14,1298,781,184,208,1,61,1,0,1,0,12,4,7,10,14
26,MARAMUREŞ,"ŞCOALA NR. 9 CORP B",137,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:55:51",798,789,1,8,0,315,307,0,8,0,306,9,900,585,96,126,3,39,1,1,0,0,5,5,11,11,8
26,MARAMUREŞ,"ȘCOALA PLOPȘOR",331,IEUD,108204,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:39:05",377,364,0,8,5,167,154,0,8,5,159,8,400,233,108,38,0,9,0,0,0,0,0,0,0,3,1
26,MARAMUREŞ,"ŞCOALA POIANA",143,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:05:56",1023,1015,1,5,2,399,392,0,5,2,389,10,1100,701,112,190,1,45,0,2,0,1,6,1,6,7,18
26,MARAMUREŞ,"ŞCOALA POIANA",142,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:10:49",985,968,5,6,6,432,417,3,6,6,427,5,1100,668,151,190,2,53,0,2,1,0,0,1,5,4,18
26,MARAMUREŞ,"ŞCOALA PRIMARĂ",306,CUPŞENI,107920,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:59:29",947,938,0,4,5,545,536,0,4,5,534,11,1000,455,353,77,2,17,0,0,1,0,2,1,0,78,3
26,MARAMUREŞ,"ŞCOALA PRIMARĂ",415,"SUCIU DE SUS",109041,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:52:37",261,256,0,3,2,179,174,0,3,2,174,5,299,120,87,57,0,11,0,4,0,0,2,2,2,8,1
26,MARAMUREŞ,"ȘCOALA PRIMARĂ",436,"VIMA MICĂ",109425,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:42:38",52,42,0,8,2,43,33,0,8,2,42,1,70,27,17,20,1,2,0,0,0,0,0,0,0,2,0
26,MARAMUREŞ,"ȘCOALA PRIMARĂ",443,"VIŞEU DE JOS",109504,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:06:08",1489,1462,2,5,20,854,828,1,5,20,818,35,1600,74,277,444,14,48,3,10,0,2,3,6,0,8,3
26,MARAMUREŞ,"ȘCOALA PRIMARĂ",372,"REMETEA CHIOARULUI",108491,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:58:15",535,524,1,8,2,332,322,0,8,2,319,13,600,268,106,67,112,11,2,2,2,3,5,1,0,2,6
26,MARAMUREŞ,"ȘCOALA PRIMARĂ",211,"ORAŞ ULMENI",109265,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:29:37",269,249,0,12,8,149,129,0,12,8,146,3,300,151,111,20,1,9,0,0,0,1,2,0,0,1,1
26,MARAMUREŞ,"ȘCOALA PRIMARĂ BREBENI",272,CERNEŞTI,107582,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:16:43",174,163,0,10,1,112,101,0,10,1,102,8,200,88,40,20,2,6,0,1,1,1,0,0,1,30,0
26,MARAMUREŞ,"ȘCOALA PRIMARĂ FÎNAȚE",274,CERNEŞTI,107582,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:42:27",552,524,0,12,16,334,306,0,12,16,328,6,600,266,72,76,1,26,0,4,2,1,1,1,1,140,3
26,MARAMUREŞ,"ŞCOALA PRIMARĂ ÎNTRERÂURI",282,COAŞ,179837,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:49:46",77,65,0,10,2,61,49,0,10,2,58,3,100,39,45,8,2,1,0,0,0,0,0,0,0,2,0
26,MARAMUREŞ,"ȘCOALA PRIMARĂ MĂGURENI",275,CERNEŞTI,107582,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:46:58",176,165,0,8,3,142,131,0,8,3,127,7,200,66,58,24,1,8,0,0,4,0,0,1,0,25,6
26,MARAMUREŞ,"ȘCOALA PRIMARĂ PONORÂTA",302,COROIENI,107868,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:07:14",378,371,0,7,0,313,306,0,7,0,242,69,399,88,5,215,1,5,0,0,0,0,1,0,1,8,6
26,MARAMUREŞ,"ȘCOALA PRIMARĂ SI GRĂDINIȚA",359,"POIENILE DE SUB MUNTE",108473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:46:08",1096,1089,0,7,0,512,505,0,7,0,465,47,1200,688,223,132,2,54,1,1,3,1,2,0,1,16,29
26,MARAMUREŞ,"ŞCOALA PRIMARĂ VALEA SASULUI",262,BOTIZA,107485,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:59:44",285,267,0,7,11,188,170,0,7,11,181,4,300,115,96,35,0,31,0,0,1,0,2,5,3,8,0
26,MARAMUREŞ,"ȘCOALA PROFESIONALĂ",357,"POIENILE DE SUB MUNTE",108473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:56:30",1186,1181,2,3,0,634,629,2,3,0,589,45,1300,666,173,259,3,48,2,3,3,11,1,3,3,11,69
26,MARAMUREŞ,"ȘCOALA PROFESIONALĂ",358,"POIENILE DE SUB MUNTE",108473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:18:27",1105,1096,1,7,1,539,531,0,7,1,508,31,1200,661,202,180,8,40,0,3,7,2,0,0,2,13,51
26,MARAMUREŞ,"ŞCOALA REPEDEA",141,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:08:09",1049,1042,1,5,1,418,412,0,5,1,396,22,1100,682,72,285,1,14,0,1,0,0,4,1,0,9,9
26,MARAMUREŞ,"ŞCOALA REPEDEA",140,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:57:08",810,798,1,5,6,346,335,0,5,6,322,24,900,554,61,217,2,22,1,0,0,0,2,1,3,5,8
26,MARAMUREŞ,"ŞCOALA ROTUNDU",146,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:26:16",1152,1144,1,3,4,493,486,0,3,4,475,18,1300,807,162,135,1,122,0,3,0,1,6,14,5,4,22
26,MARAMUREŞ,"ŞCOALA ROTUNDU",147,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:23:36",1238,1230,1,7,0,535,528,0,7,0,523,12,1300,765,169,205,3,95,1,3,0,0,3,12,8,9,15
26,MARAMUREŞ,"ȘCOALA VAD",296,COPALNIC-MĂNĂŞTUR,107733,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:09:44",286,278,0,8,0,201,193,0,8,0,193,8,300,99,98,65,3,15,0,2,1,1,1,0,1,5,1
26,MARAMUREŞ,"ŞCOALA VALEA CARELOR",405,SĂCEL,108874,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:26:18",903,816,0,55,32,903,816,0,55,32,828,43,1400,529,239,302,4,171,0,17,3,3,8,5,7,31,38
26,MARAMUREŞ,"ȘCOALA „VALEA MUNTELUI”",243,BÂRSANA,107314,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:54:52",639,629,1,7,2,372,363,0,7,2,367,3,700,330,212,119,1,20,0,2,0,0,0,1,1,7,4
26,MARAMUREŞ,"SEDIUL GRĂDINIȚEI",264,BUDEŞTI,107519,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:29:50",633,617,0,4,12,441,425,0,4,12,407,34,700,259,84,287,0,7,0,0,0,0,2,0,0,6,21
